Maintenance_ID,Truck_ID,Maintenance_Date,Maintenance_Type,Downtime_Hours,Maintenance_Cost,Failure_Flag
1306842,911733,2025-12-13 22:25:16,Preventive,55.9,215808.9,0
1306843,913800,2024-12-31 02:20:13,Tire,89.0,195298.41,0
1306844,911301,2025-01-28 12:44:00,Preventive,68.4,231418.16,0
1306845,911894,2023-01-12 22:32:03,Inspection,114.1,127503.65,0
1306846,910874,2023-08-12 10:55:41,Engine,107.7,99014.08,0
1306847,911448,2025-12-30 01:14:45,Tire,118.1,227701.06,0
1306848,910102,2024-09-27 15:16:29,Tire,34.0,105128.97,0
1306849,912648,2024-12-09 22:42:57,Inspection,1.4,221574.84,1
1306850,913684,2025-09-02 05:10:22,Corrective,49.2,60526.7,0
1306851,912436,2024-05-20 05:19:22,Preventive,3.3,46132.24,0
1306852,911118,2024-10-11 10:24:43,Engine,4.8,55954.04,0
1306853,913240,2024-07-08 22:19:01,Corrective,41.3,37610.65,0
1306854,912233,2023-03-04 09:49:20,Preventive,100.5,239194.33,0
1306855,913977,2025-01-04 12:21:50,Engine,105.2,207535.21,1
1306856,910765,2025-09-12 10:40:09,Engine,88.3,286050.04,0
1306857,910243,2025-03-27 17:54:10,Inspection,11.9,241878.22,0
1306858,910137,2024-03-22 11:24:17,Engine,70.3,257786.85,0
1306859,913552,2024-06-27 01:27:14,Inspection,27.2,53278.27,0
1306860,911140,2024-11-06 20:00:22,Engine,93.0,96039.43,0
1306861,911888,2024-07-26 18:47:53,Corrective,66.4,182681.51,0
1306862,910267,2025-08-15 14:11:55,Corrective,4.9,42714.98,0
1306863,911841,2025-03-23 18:52:42,Preventive,94.6,107232.25,1
1306864,910700,2025-06-30 07:25:27,Preventive,89.1,292187.01,0
1306865,913824,2023-07-07 23:26:11,Corrective,41.9,247362.53,0
1306866,913377,2024-08-10 22:20:09,Inspection,110.4,70054.92,0
1306867,913955,2025-07-16 05:46:18,Tire,27.2,206124.5,0
1306868,910215,2025-11-17 23:24:02,Inspection,80.0,229392.1,0
1306869,912965,2025-07-19 20:16:50,Preventive,97.7,89789.65,0
1306870,910827,2025-03-09 03:20:25,Corrective,90.2,20965.38,1
1306871,910640,2023-05-21 06:01:33,Corrective,55.5,219916.51,0
1306872,912680,2025-02-11 15:28:17,Corrective,106.0,78227.9,0
1306873,910752,2024-08-25 17:33:49,Engine,119.1,248645.15,0
1306874,910564,2025-03-21 14:31:56,Engine,58.2,11336.62,0
1306875,912688,2023-05-31 20:24:20,Engine,112.6,221739.12,1
1306876,911978,2025-05-02 10:37:44,Corrective,92.9,292494.15,0
1306877,912716,2025-12-12 08:14:50,Engine,33.1,266821.55,0
1306878,911037,2023-01-09 15:21:22,Tire,104.6,147685.04,0
1306879,910576,2025-01-05 22:53:59,Preventive,34.1,220070.54,0
1306880,912143,2025-06-28 19:56:41,Preventive,56.2,130811.53,1
1306881,912473,2023-06-26 23:42:43,Preventive,9.7,75597.61,0
1306882,912511,2024-12-28 17:29:24,Corrective,9.7,176027.31,0
1306883,912451,2023-05-21 19:54:07,Inspection,0.2,134618.95,0
1306884,910696,2024-05-10 10:54:40,Inspection,80.4,61765.72,0
1306885,912229,2025-08-03 13:29:31,Tire,114.1,230345.88,0
1306886,912152,2025-05-31 07:10:45,Corrective,83.2,31722.02,1
1306887,911881,2025-02-24 00:30:24,Tire,9.4,234365.96,1
1306888,913578,2023-05-18 02:59:56,Engine,118.4,176993.05,0
1306889,911326,2025-10-30 06:53:52,Inspection,101.2,186667.12,0
1306890,913340,2024-05-23 17:07:42,Preventive,1.8,137032.02,0
1306891,910908,2025-07-13 14:04:53,Inspection,42.4,277087.47,0
1306892,912485,2024-08-14 18:11:51,Engine,5.2,131382.05,0
1306893,911352,2024-01-05 05:08:49,Engine,94.6,285248.63,0
1306894,910822,2024-05-18 02:50:49,Inspection,69.3,281012.22,0
1306895,910193,2023-05-16 13:53:10,Inspection,85.3,78791.15,0
1306896,911835,2025-04-28 03:41:14,Preventive,102.5,28217.53,0
1306897,913004,2024-02-27 21:21:22,Inspection,37.9,25299.41,0
1306898,911345,2024-10-17 02:57:19,Tire,113.7,90047.71,1
1306899,911534,2023-11-04 09:00:22,Preventive,57.0,9571.88,0
1306900,913556,2025-02-15 06:59:37,Preventive,19.8,200411.25,0
1306901,913582,2023-02-21 19:08:49,Preventive,10.9,66110.07,0
1306902,913943,2025-10-28 07:32:12,Inspection,75.2,186141.98,0
1306903,913153,2024-05-18 03:07:35,Inspection,28.3,148807.75,0
1306904,911237,2024-03-10 11:44:58,Preventive,106.3,181843.08,0
1306905,912115,2024-05-13 09:02:53,Corrective,47.9,73979.88,0
1306906,910491,2024-10-07 03:45:48,Inspection,15.1,141340.11,0
1306907,913964,2025-05-16 17:59:04,Tire,113.0,243680.69,0
1306908,910665,2023-05-27 09:45:16,Preventive,17.2,282121.52,0
1306909,913942,2023-03-07 08:06:35,Tire,14.8,253123.07,0
1306910,913017,2023-09-23 00:01:30,Corrective,116.4,220494.03,0
1306911,913871,2023-02-18 01:42:46,Tire,40.0,209635.83,0
1306912,913753,2023-03-08 21:28:24,Inspection,56.8,838.22,0
1306913,913239,2024-12-19 14:31:03,Tire,46.4,147008.51,0
1306914,913355,2024-04-23 07:47:00,Engine,44.6,224398.46,1
1306915,910297,2024-02-12 04:16:54,Inspection,66.3,235338.99,1
1306916,912539,2023-09-25 00:09:56,Corrective,102.7,22733.52,0
1306917,912658,2025-10-30 08:32:31,Inspection,86.5,273033.34,0
1306918,912832,2024-10-25 20:53:34,Inspection,30.8,76974.31,0
1306919,912762,2023-08-28 07:09:05,Inspection,69.7,120693.76,0
1306920,911156,2025-08-29 04:47:06,Corrective,26.8,108228.64,1
1306921,910284,2025-01-21 15:38:00,Preventive,6.4,166570.47,1
1306922,912424,2023-03-15 21:08:14,Corrective,32.4,289641.49,0
1306923,910696,2023-03-23 17:27:53,Corrective,12.0,67187.39,0
1306924,912678,2023-05-28 08:27:10,Corrective,32.8,292681.41,0
1306925,911181,2023-04-17 02:08:03,Inspection,35.8,162263.55,1
1306926,910313,2025-05-16 09:52:24,Preventive,120.0,65394.58,1
1306927,911157,2023-01-18 16:39:23,Engine,54.0,257545.16,0
1306928,910410,2025-02-19 11:23:02,Tire,114.7,257476.62,0
1306929,910180,2023-07-14 23:36:37,Inspection,42.2,65496.14,1
1306930,910923,2023-04-02 07:53:37,Preventive,60.9,162966.79,0
1306931,912175,2023-08-24 14:08:44,Corrective,65.7,243184.93,0
1306932,912883,2025-12-02 15:26:28,Tire,24.0,73377.45,1
1306933,913250,2023-03-17 14:23:35,Tire,24.0,185152.03,0
1306934,912975,2023-09-09 11:42:53,Engine,95.9,223996.9,0
1306935,912078,2024-05-26 09:36:17,Tire,46.2,28442.87,1
1306936,912697,2024-07-15 23:32:52,Corrective,86.3,120851.6,0
1306937,913272,2025-08-27 14:25:34,Engine,84.8,262856.87,0
1306938,913102,2024-06-05 07:39:26,Corrective,39.8,38376.21,0
1306939,912137,2025-03-28 20:29:57,Preventive,68.3,134037.84,0
1306940,910620,2025-09-25 05:53:02,Engine,43.7,97046.84,0
1306941,912063,2023-11-06 12:31:05,Engine,17.3,77401.09,0
1306942,913639,2025-12-01 03:10:45,Engine,72.4,191140.08,0
1306943,910322,2024-11-21 19:01:36,Tire,11.3,98200.95,0
1306944,913935,2024-11-09 19:05:45,Inspection,42.1,75995.7,0
1306945,911988,2024-05-12 01:09:43,Tire,34.0,34007.67,1
1306946,911681,2025-10-25 03:13:52,Engine,28.8,22182.91,0
1306947,912068,2023-05-17 04:34:27,Inspection,71.5,126954.34,1
1306948,912544,2024-05-06 19:21:36,Corrective,116.9,150943.78,0
1306949,911550,2025-12-25 14:43:56,Corrective,65.7,27494.29,0
1306950,912794,2023-10-19 14:52:36,Engine,65.9,230809.14,0
1306951,912559,2024-11-17 08:16:45,Preventive,88.7,269046.61,1
1306952,910465,2023-11-01 03:37:17,Tire,118.9,164437.3,1
1306953,913559,2023-12-02 14:11:35,Engine,111.9,72751.97,1
1306954,912199,2024-02-25 22:58:43,Corrective,45.5,74173.08,0
1306955,910192,2025-01-15 03:23:01,Engine,54.7,20757.21,0
1306956,913780,2024-04-18 04:16:47,Corrective,1.0,14572.63,0
1306957,911368,2025-09-18 09:15:09,Preventive,76.9,64714.74,1
1306958,910120,2023-06-08 09:12:46,Inspection,65.6,248267.3,0
1306959,911220,2025-05-12 02:59:45,Engine,50.1,52625.09,1
1306960,910028,2024-05-10 12:18:35,Engine,28.9,296106.39,0
1306961,913600,2024-02-20 19:29:59,Corrective,11.8,47071.67,1
1306962,912044,2025-10-12 22:24:54,Tire,119.7,151229.87,0
1306963,912201,2023-06-02 05:52:33,Corrective,89.8,220741.71,0
1306964,910756,2024-01-21 11:48:06,Engine,69.0,279665.09,0
1306965,912574,2025-11-12 01:27:09,Preventive,30.7,5803.46,0
1306966,913447,2023-04-10 03:03:31,Preventive,32.0,271841.23,1
1306967,910995,2024-10-22 18:41:19,Corrective,86.8,147611.47,0
1306968,910496,2025-09-18 20:09:55,Inspection,24.2,284046.31,1
1306969,910720,2025-06-30 01:24:03,Corrective,83.5,183402.48,1
1306970,913026,2025-01-21 04:44:06,Tire,73.7,209417.59,0
1306971,912185,2023-06-24 10:53:36,Preventive,4.7,127651.48,0
1306972,913371,2023-03-10 07:30:26,Inspection,95.5,72185.86,0
1306973,912018,2023-10-25 17:00:27,Tire,10.4,47573.08,1
1306974,910551,2025-02-19 18:30:57,Tire,40.3,157868.27,0
1306975,910126,2024-06-09 05:46:43,Inspection,38.6,61970.65,0
1306976,913349,2025-06-07 16:01:36,Corrective,28.0,208169.21,0
1306977,913691,2025-08-07 09:11:21,Engine,50.9,294620.54,0
1306978,912488,2023-08-05 18:28:40,Engine,78.0,184263.21,0
1306979,910954,2024-06-03 06:38:02,Inspection,4.8,215479.31,0
1306980,912593,2023-01-08 13:55:47,Corrective,106.5,182448.39,0
1306981,913398,2024-05-18 14:54:40,Preventive,118.9,79357.0,1
1306982,911468,2023-09-04 11:23:26,Preventive,0.1,216811.68,0
1306983,913728,2025-11-16 13:53:48,Preventive,108.6,192297.34,1
1306984,912188,2024-07-07 07:17:58,Engine,3.7,134883.14,0
1306985,912647,2024-03-29 18:36:37,Tire,40.4,79734.52,0
1306986,911610,2023-06-11 13:57:36,Preventive,77.1,71116.69,0
1306987,912819,2025-08-13 10:21:11,Corrective,20.9,123965.24,0
1306988,911915,2025-06-02 18:12:58,Preventive,45.9,74894.81,0
1306989,913623,2024-04-06 11:03:45,Preventive,1.3,127028.02,0
1306990,910113,2025-12-21 07:05:02,Corrective,9.4,174428.39,0
1306991,911897,2024-12-25 19:06:18,Corrective,81.4,96837.83,0
1306992,913567,2023-11-22 19:37:22,Preventive,26.9,256887.18,0
1306993,913549,2024-03-20 13:00:38,Engine,6.6,30351.16,0
1306994,912547,2025-03-06 17:54:25,Preventive,55.6,196241.81,1
1306995,913494,2025-12-01 21:36:23,Inspection,37.6,266902.21,0
1306996,912563,2024-09-18 02:03:18,Preventive,60.4,211294.31,0
1306997,913240,2024-04-12 21:49:54,Corrective,24.5,8212.77,0
1306998,910470,2023-08-14 16:23:29,Tire,0.7,75788.05,0
1306999,913865,2023-03-23 10:46:38,Inspection,7.5,260392.6,0
1307000,913302,2024-03-13 07:50:30,Tire,3.4,205400.59,0
1307001,910783,2025-03-04 12:35:51,Inspection,118.1,266630.78,0
1307002,910960,2024-03-20 01:01:25,Tire,46.9,32359.82,0
1307003,911760,2025-07-14 11:38:21,Preventive,68.2,44118.25,0
1307004,910016,2023-07-10 20:39:37,Tire,34.5,162180.38,0
1307005,910801,2025-03-27 23:02:15,Corrective,86.0,38390.21,0
1307006,910294,2025-04-28 01:45:04,Tire,24.0,205418.11,0
1307007,912642,2024-05-17 15:57:42,Inspection,93.5,4338.01,1
1307008,912668,2025-02-28 01:19:32,Inspection,116.5,94308.64,0
1307009,911531,2024-04-06 17:44:48,Inspection,13.5,36692.72,0
1307010,913871,2023-10-02 02:30:11,Tire,64.4,280428.83,1
1307011,911912,2023-04-29 07:13:12,Corrective,54.9,55386.87,1
1307012,911363,2025-10-13 07:11:26,Corrective,69.3,154314.17,0
1307013,910166,2025-11-24 15:53:09,Tire,91.9,89140.02,0
1307014,913075,2023-10-04 08:06:34,Inspection,119.4,60811.58,0
1307015,911878,2025-02-21 15:09:31,Tire,106.3,103533.67,0
1307016,913742,2023-01-26 23:00:45,Corrective,51.7,215032.3,0
1307017,913404,2024-03-28 15:25:45,Preventive,63.8,295981.54,0
1307018,911081,2025-11-04 19:58:00,Engine,78.6,34416.96,0
1307019,910904,2024-04-15 14:45:11,Inspection,46.8,199323.55,1
1307020,911051,2024-05-27 07:30:01,Inspection,107.4,161600.3,0
1307021,911077,2025-10-18 09:22:48,Engine,81.5,98892.32,0
1307022,910395,2023-08-18 17:38:29,Preventive,28.7,298063.44,0
1307023,911781,2023-11-08 13:15:35,Engine,96.4,7207.97,0
1307024,912668,2024-01-06 11:58:21,Tire,96.3,201190.1,0
1307025,913853,2025-10-30 03:56:18,Engine,19.4,88791.32,0
1307026,912106,2025-08-15 11:31:19,Engine,69.7,50028.66,0
1307027,910588,2025-06-09 03:28:15,Inspection,102.2,115925.58,0
1307028,913637,2023-06-09 09:12:11,Inspection,45.0,231747.01,0
1307029,911467,2025-04-06 17:57:07,Inspection,31.8,207439.0,1
1307030,911408,2025-05-25 14:39:48,Preventive,105.5,243323.66,1
1307031,911606,2023-12-09 07:17:38,Engine,61.3,104994.69,1
1307032,913599,2024-06-30 18:05:08,Tire,11.8,256042.77,0
1307033,913148,2025-08-26 20:05:11,Engine,91.3,21317.17,1
1307034,910166,2025-11-15 11:34:24,Tire,78.8,19324.37,1
1307035,912113,2025-10-16 23:03:45,Engine,18.4,243889.91,1
1307036,912080,2023-02-12 17:43:36,Tire,97.2,98778.42,0
1307037,912805,2024-06-11 04:59:11,Inspection,8.5,131051.05,0
1307038,912790,2025-02-23 12:57:08,Corrective,102.8,46964.15,0
1307039,912912,2023-02-24 14:55:38,Inspection,47.1,93485.41,1
1307040,913666,2024-01-14 10:41:41,Engine,29.1,116130.09,0
1307041,910769,2025-11-06 10:03:32,Corrective,72.5,72348.94,1
1307042,912653,2025-03-08 01:32:44,Corrective,74.3,241505.79,0
1307043,910973,2025-01-31 15:28:02,Inspection,35.7,190481.75,0
1307044,912859,2025-08-04 02:56:29,Corrective,20.9,136480.59,0
1307045,913266,2024-11-07 10:45:59,Inspection,33.3,119954.58,0
1307046,913144,2024-05-08 16:38:42,Inspection,109.1,272683.78,0
1307047,912649,2025-02-14 18:05:00,Tire,24.4,129119.76,0
1307048,913776,2023-06-08 09:20:54,Inspection,84.8,270133.77,0
1307049,913955,2024-07-17 12:19:48,Preventive,3.8,24119.44,0
1307050,911579,2025-11-11 04:01:39,Corrective,17.3,236735.95,0
1307051,911769,2025-03-03 17:38:23,Tire,3.4,18717.94,0
1307052,913585,2024-02-20 11:13:58,Engine,69.1,292249.23,0
1307053,912535,2025-05-12 19:05:20,Corrective,14.8,76231.03,0
1307054,913336,2025-03-25 11:14:03,Corrective,98.9,35470.91,0
1307055,910996,2024-10-16 01:18:43,Corrective,77.1,51804.18,0
1307056,910249,2023-05-20 23:50:53,Preventive,92.8,147587.0,0
1307057,910781,2025-06-07 13:00:44,Engine,31.0,128482.22,0
1307058,911093,2025-05-16 11:40:42,Corrective,76.2,82747.12,1
1307059,913751,2023-12-27 10:19:55,Inspection,113.7,96718.92,0
1307060,910964,2024-02-12 02:31:03,Corrective,57.2,295980.35,0
1307061,912368,2023-12-16 21:05:44,Inspection,43.9,140507.85,1
1307062,910811,2023-06-13 05:17:58,Engine,51.8,221603.91,0
1307063,911789,2024-10-25 21:37:07,Preventive,22.1,234468.72,0
1307064,913897,2023-09-22 22:21:19,Inspection,57.1,277730.82,0
1307065,912694,2023-07-13 23:53:26,Inspection,35.6,134869.28,0
1307066,911947,2025-07-11 20:41:17,Corrective,39.8,85417.02,0
1307067,913826,2024-04-17 20:27:19,Preventive,99.9,60600.78,0
1307068,910281,2025-01-17 23:05:35,Preventive,47.2,196832.41,0
1307069,913594,2025-04-15 18:22:05,Corrective,78.9,6332.33,0
1307070,910811,2025-06-12 22:08:36,Preventive,11.7,204218.25,0
1307071,912718,2025-10-24 16:03:47,Inspection,85.4,87927.05,1
1307072,911042,2024-03-13 03:14:53,Engine,51.4,240261.39,0
1307073,913425,2023-05-09 06:14:09,Inspection,78.3,30528.18,0
1307074,912768,2024-08-30 22:04:45,Tire,57.5,184289.7,0
1307075,911739,2024-08-08 11:05:12,Corrective,12.5,170545.18,0
1307076,912023,2023-02-18 00:40:01,Corrective,15.2,44966.35,1
1307077,913353,2024-05-12 07:17:38,Preventive,109.0,296496.3,0
1307078,913534,2025-08-07 18:29:32,Inspection,10.9,296355.11,0
1307079,910487,2025-01-29 02:54:48,Engine,27.9,59351.94,0
1307080,911272,2025-06-21 14:14:33,Corrective,104.5,234671.3,0
1307081,912871,2025-02-02 17:28:18,Preventive,89.5,260124.49,0
1307082,911210,2023-12-20 18:28:47,Inspection,54.9,111459.76,0
1307083,912449,2023-11-25 04:10:00,Engine,15.3,166517.28,0
1307084,913334,2023-04-13 22:42:50,Inspection,6.8,15708.49,1
1307085,910190,2025-10-19 02:18:04,Corrective,93.9,69181.75,0
1307086,912982,2025-09-21 23:24:36,Engine,118.3,9031.42,0
1307087,912280,2025-01-19 14:56:39,Corrective,60.1,50345.66,0
1307088,910378,2024-08-13 04:49:02,Preventive,110.9,86247.27,0
1307089,913073,2025-07-06 09:33:14,Inspection,31.4,70099.25,1
1307090,913834,2025-10-11 07:18:23,Tire,41.6,144288.93,0
1307091,913762,2025-04-01 06:23:08,Preventive,99.3,158592.59,1
1307092,913377,2025-02-21 02:48:44,Engine,37.3,94660.77,0
1307093,912517,2025-06-11 18:31:41,Preventive,15.4,238434.79,1
1307094,913619,2025-07-29 07:25:20,Tire,36.7,290219.34,0
1307095,912946,2024-07-19 09:10:36,Inspection,37.2,204729.58,0
1307096,913596,2024-11-29 14:32:00,Engine,98.7,295494.06,1
1307097,911828,2025-09-15 19:59:18,Tire,13.4,124109.33,0
1307098,910551,2025-03-19 15:07:58,Tire,70.3,108176.89,0
1307099,910266,2025-03-25 02:08:12,Inspection,52.8,164260.58,0
1307100,912538,2023-10-29 22:49:36,Inspection,9.8,267795.85,1
1307101,913273,2025-07-30 10:38:18,Corrective,55.0,121874.23,0
1307102,910177,2025-12-21 06:38:59,Engine,26.1,122219.95,0
1307103,912917,2025-11-09 19:59:31,Corrective,119.1,261603.59,0
1307104,910948,2024-07-08 15:18:07,Preventive,95.4,254723.81,0
1307105,911992,2023-08-26 19:05:26,Corrective,71.0,22139.6,0
1307106,911456,2025-03-06 08:19:45,Preventive,3.1,297768.69,0
1307107,910656,2023-10-30 04:32:17,Preventive,26.4,96444.62,0
1307108,913382,2024-02-02 01:41:06,Tire,109.6,178229.79,0
1307109,910010,2023-04-02 17:34:53,Inspection,43.7,173346.57,0
1307110,910577,2025-07-02 02:37:53,Tire,26.7,238360.72,0
1307111,913263,2024-01-23 16:48:19,Preventive,65.6,196793.37,0
1307112,910556,2024-03-08 15:43:54,Inspection,101.8,33490.71,0
1307113,913069,2023-03-31 17:41:28,Inspection,37.5,129258.33,0
1307114,911834,2023-01-13 17:51:11,Preventive,94.4,61947.12,0
1307115,912632,2023-02-05 23:23:59,Engine,12.7,192114.05,0
1307116,913591,2023-08-03 03:40:10,Tire,111.5,157897.52,0
1307117,912035,2023-02-13 18:39:29,Inspection,62.2,94543.39,0
1307118,913979,2024-09-27 11:26:43,Preventive,79.0,128261.69,1
1307119,912012,2025-07-12 10:57:44,Engine,108.3,221648.19,0
1307120,911861,2025-01-03 19:10:29,Preventive,37.5,197554.57,0
1307121,910948,2024-09-05 18:35:24,Corrective,111.2,261817.96,0
1307122,913281,2023-09-22 00:35:32,Preventive,64.6,126250.13,0
1307123,910986,2023-12-18 22:44:58,Tire,42.5,277784.13,0
1307124,910333,2023-05-26 08:04:26,Engine,53.3,126025.29,1
1307125,912750,2025-02-25 14:54:32,Tire,52.6,158048.96,0
1307126,913003,2025-10-22 19:02:15,Preventive,116.9,137168.79,0
1307127,911569,2023-09-30 11:21:05,Engine,52.5,250742.49,1
1307128,911639,2024-12-21 21:42:51,Inspection,74.6,60895.55,0
1307129,910313,2024-10-01 17:39:59,Tire,111.8,185742.9,0
1307130,910574,2024-08-16 23:17:30,Tire,109.9,283208.31,0
1307131,911571,2023-08-18 10:21:08,Engine,61.7,64422.76,0
1307132,911041,2023-05-16 20:12:30,Engine,40.7,191676.54,0
1307133,912391,2025-06-20 22:46:20,Tire,62.7,135627.17,0
1307134,913771,2024-12-05 20:17:28,Tire,69.4,216079.57,0
1307135,910186,2024-08-04 02:22:47,Tire,13.2,83262.67,0
1307136,911512,2025-05-19 23:23:47,Inspection,94.6,33605.04,0
1307137,910253,2025-05-09 21:54:59,Preventive,115.9,70102.09,1
1307138,910878,2025-06-07 13:44:35,Preventive,94.3,268850.0,0
1307139,911124,2024-12-05 20:19:45,Preventive,6.8,275038.88,0
1307140,910873,2025-07-04 06:24:30,Inspection,73.3,246921.86,0
1307141,912236,2025-01-25 22:40:10,Preventive,108.0,151561.01,0
1307142,913909,2024-03-08 00:20:46,Tire,94.9,142686.81,0
1307143,911916,2025-03-26 17:48:16,Tire,3.0,43694.89,0
1307144,911728,2023-01-22 15:09:17,Engine,40.6,121184.81,0
1307145,911862,2023-07-15 21:45:39,Corrective,91.4,76640.52,0
1307146,910470,2023-07-26 14:54:37,Engine,34.0,128987.52,0
1307147,912262,2024-10-24 17:16:32,Corrective,105.3,172046.35,0
1307148,910569,2023-02-23 01:51:58,Inspection,114.9,237288.48,0
1307149,911851,2025-12-07 16:59:46,Corrective,5.3,127700.7,0
1307150,910871,2025-04-20 12:48:00,Corrective,95.4,51442.45,0
1307151,913531,2023-01-20 14:51:37,Engine,85.2,83141.3,0
1307152,910846,2025-05-29 23:01:24,Corrective,115.6,149825.68,0
1307153,911863,2023-07-23 06:10:27,Tire,45.4,7746.25,0
1307154,911387,2024-01-21 12:15:54,Tire,107.2,127057.16,0
1307155,913631,2025-12-09 22:44:25,Inspection,84.2,206730.42,0
1307156,911844,2023-04-22 23:04:56,Corrective,57.9,135579.18,0
1307157,913760,2023-12-28 22:35:47,Inspection,107.3,265453.1,0
1307158,910663,2023-09-28 06:53:12,Tire,68.5,13494.85,0
1307159,910888,2025-02-28 03:34:26,Inspection,47.1,293149.19,0
1307160,912790,2023-04-14 23:22:22,Inspection,67.7,25603.96,0
1307161,913012,2023-02-15 12:09:41,Preventive,16.7,274163.85,0
1307162,911534,2023-11-25 01:01:11,Engine,51.2,86609.17,0
1307163,913557,2025-11-22 23:09:51,Tire,34.7,22697.21,0
1307164,913772,2025-08-19 19:14:43,Inspection,5.9,196590.22,0
1307165,912710,2023-07-26 10:03:40,Tire,55.7,257347.06,0
1307166,913587,2024-10-06 10:13:40,Corrective,37.7,14032.25,0
1307167,910004,2023-01-04 04:35:10,Engine,109.3,23466.2,0
1307168,911629,2023-08-15 08:51:22,Inspection,58.7,177718.57,0
1307169,912444,2025-08-12 09:22:33,Preventive,85.4,86476.45,0
1307170,911762,2024-02-15 14:45:13,Engine,73.3,183957.02,0
1307171,913073,2025-02-15 03:54:31,Engine,10.2,281429.13,1
1307172,910664,2023-11-09 02:31:18,Engine,27.1,189912.08,0
1307173,911278,2025-07-24 04:45:44,Engine,57.0,161863.67,0
1307174,913816,2024-12-13 14:16:52,Corrective,77.1,158089.1,1
1307175,911070,2025-12-13 08:38:58,Corrective,116.0,185645.91,0
1307176,913968,2023-11-25 21:43:00,Preventive,67.3,145033.76,1
1307177,911577,2025-08-19 11:10:02,Preventive,12.2,188813.35,0
1307178,911574,2024-09-28 09:14:01,Inspection,90.4,289049.07,1
1307179,911260,2023-06-08 16:10:58,Engine,43.6,35627.05,0
1307180,912417,2025-09-05 04:55:02,Engine,99.6,165807.1,1
1307181,913860,2025-09-29 14:33:56,Inspection,37.0,156526.65,1
1307182,911371,2023-07-04 06:11:26,Corrective,23.2,259281.95,0
1307183,913162,2025-11-04 11:45:19,Corrective,25.8,71293.86,0
1307184,910832,2024-07-06 01:47:25,Preventive,89.3,171527.26,1
1307185,912934,2023-10-09 22:44:41,Tire,98.6,135739.49,0
1307186,913980,2024-12-28 16:02:58,Engine,60.0,38948.37,0
1307187,910029,2024-01-09 19:44:14,Engine,100.8,110346.81,0
1307188,912102,2023-05-09 22:29:53,Inspection,94.3,280044.6,0
1307189,913987,2025-10-18 08:50:07,Tire,60.1,155173.43,1
1307190,913660,2024-01-26 06:13:09,Corrective,73.3,244713.11,1
1307191,912291,2024-12-27 05:52:37,Inspection,118.8,118795.02,0
1307192,910498,2024-10-20 08:12:08,Preventive,95.2,179966.86,0
1307193,912450,2024-03-09 18:07:32,Engine,74.1,29174.06,0
1307194,912230,2024-06-06 23:52:04,Preventive,69.6,289900.18,0
1307195,910798,2023-11-12 07:25:59,Preventive,17.9,37186.32,1
1307196,911309,2025-08-25 07:12:49,Tire,8.1,20237.64,0
1307197,912403,2023-09-25 23:16:16,Preventive,19.2,108220.34,1
1307198,912603,2023-10-27 22:39:12,Engine,14.8,204145.23,1
1307199,910985,2025-01-11 07:27:31,Inspection,49.5,63957.99,0
1307200,913431,2024-12-23 17:29:41,Tire,115.2,157204.13,0
1307201,910151,2024-06-01 02:41:52,Tire,100.7,93605.66,0
1307202,910783,2024-08-18 03:23:55,Preventive,4.9,257724.09,0
1307203,913099,2025-08-15 08:28:47,Inspection,44.2,201523.6,0
1307204,911935,2023-06-20 06:10:23,Tire,6.7,213019.27,0
1307205,913343,2023-06-03 18:39:48,Corrective,73.5,236964.84,1
1307206,912705,2023-10-13 12:58:07,Inspection,42.8,108284.93,0
1307207,912147,2025-07-08 10:14:56,Engine,16.4,191020.94,0
1307208,913909,2023-03-20 05:19:04,Inspection,2.9,260704.63,1
1307209,913534,2023-12-03 20:48:55,Preventive,64.4,231066.65,1
1307210,910661,2023-12-13 03:37:44,Tire,83.8,238658.58,0
1307211,911166,2023-03-02 19:52:37,Tire,85.9,72788.46,0
1307212,911736,2025-05-12 21:47:48,Corrective,101.2,27101.35,0
1307213,912387,2025-05-05 05:44:19,Engine,78.0,123616.14,0
1307214,910013,2024-03-04 15:19:38,Preventive,21.4,238328.9,0
1307215,912099,2023-07-14 10:08:08,Tire,61.5,214924.45,0
1307216,911654,2024-01-03 00:20:55,Tire,13.6,162525.31,0
1307217,911415,2024-04-01 10:34:00,Tire,72.4,229380.74,0
1307218,912008,2023-07-29 12:39:10,Corrective,108.0,145144.76,0
1307219,910978,2025-05-12 04:49:23,Tire,95.8,236135.63,0
1307220,910127,2025-07-20 21:36:49,Tire,24.5,42165.27,0
1307221,911909,2023-04-22 03:45:30,Inspection,85.5,158153.26,0
1307222,910525,2023-04-07 10:47:04,Engine,96.6,151048.45,0
1307223,911545,2024-12-14 04:30:41,Preventive,61.3,41641.1,0
1307224,910285,2023-04-05 20:44:45,Engine,80.0,99702.75,0
1307225,913261,2024-05-10 22:53:13,Tire,70.3,150400.78,0
1307226,910314,2023-01-08 09:42:18,Corrective,111.2,151967.11,0
1307227,911988,2024-08-18 17:16:08,Corrective,17.3,65561.02,0
1307228,910905,2023-11-05 05:06:18,Inspection,109.7,35142.29,0
1307229,913792,2023-02-08 18:00:00,Corrective,48.8,60103.45,0
1307230,910643,2023-03-22 09:06:43,Inspection,21.5,139979.44,0
1307231,910400,2025-06-24 09:59:27,Preventive,79.0,61785.75,1
1307232,911227,2025-04-24 14:51:43,Engine,72.1,164837.74,0
