Fuel_ID,Truck_ID,Fuel_Date,Fuel_Type,Liters_KWh,Unit_Price,Fuel_Cost
12036151,913315,2023-07-30 14:57:37,Diesel,586.75,106.96,33198.57
12036152,911678,2024-02-23 03:02:32,Diesel,237.26,62.93,11298.12
12036153,910987,2024-12-15 20:54:17,Diesel,354.81,26.94,22293.94
12036154,913436,2024-11-06 14:42:27,CNG,492.78,25.95,37641.21
12036155,910079,2024-02-17 22:00:20,CNG,376.1,9.17,54669.89
12036156,911890,2023-01-18 00:10:14,Electric,90.05,74.57,44279.13
12036157,913870,2024-01-13 21:11:13,Diesel,298.49,106.7,6951.17
12036158,911574,2025-05-24 18:45:02,Diesel,404.97,90.08,59423.65
12036159,912097,2023-05-12 14:47:16,Electric,228.15,23.49,23570.05
12036160,912365,2023-08-11 20:29:49,CNG,49.23,51.14,48502.87
12036161,910969,2024-08-17 20:44:16,Diesel,511.49,34.14,24098.07
12036162,910951,2025-02-19 19:46:43,Electric,347.29,108.04,27428.28
12036163,912333,2023-08-23 02:19:43,CNG,378.07,15.39,20247.95
12036164,911690,2024-10-20 04:49:35,Electric,596.87,87.85,49378.24
12036165,912452,2024-02-03 20:31:54,CNG,449.19,57.52,24569.83
12036166,913272,2023-09-25 20:19:26,Electric,345.44,14.27,16997.72
12036167,912452,2024-12-11 08:00:35,Electric,154.84,107.95,21953.67
12036168,910248,2025-03-31 18:45:12,Diesel,339.26,57.64,29057.13
12036169,911034,2023-02-03 07:55:22,Electric,276.86,40.47,6631.1
12036170,913309,2024-03-28 22:48:55,Diesel,58.56,102.55,60931.58
12036171,910376,2025-04-22 15:33:42,Electric,234.47,13.18,55249.19
12036172,910984,2023-07-27 09:00:00,Diesel,362.21,14.31,55314.32
12036173,913459,2025-04-08 02:07:12,Electric,191.22,113.43,34164.23
12036174,910117,2024-05-27 21:51:36,Electric,86.1,86.06,3381.0
12036175,913875,2023-06-07 18:07:22,Electric,104.26,82.88,33560.16
12036176,911679,2023-11-30 21:58:06,Diesel,444.13,69.03,7694.58
12036177,910252,2025-07-03 14:05:33,Diesel,219.49,104.24,58334.4
12036178,910955,2023-02-26 16:22:37,Electric,56.11,17.82,41044.34
12036179,910511,2023-06-22 02:34:06,Electric,503.47,30.57,3627.68
12036180,912292,2025-08-28 12:07:58,CNG,355.62,27.49,36859.11
12036181,910916,2025-10-22 01:54:35,CNG,75.24,113.1,16819.45
12036182,913039,2025-09-11 00:48:49,Electric,129.77,25.4,37300.55
12036183,913510,2024-02-09 15:28:47,Diesel,372.72,93.44,19379.09
12036184,912702,2024-09-26 13:17:30,Diesel,577.14,73.53,9568.27
12036185,913323,2025-07-25 08:38:26,Diesel,87.16,46.27,57404.76
12036186,913759,2024-03-12 06:28:16,Diesel,123.31,44.47,36019.75
12036187,912057,2025-09-09 08:41:26,Electric,46.18,57.02,41064.54
12036188,910741,2025-03-31 16:50:59,CNG,511.26,41.51,8502.78
12036189,910434,2023-01-21 20:35:42,Electric,304.76,24.66,45902.99
12036190,910571,2025-03-08 05:46:10,Electric,385.95,104.11,27254.69
12036191,913674,2024-12-21 23:11:33,Diesel,232.55,109.49,22852.18
12036192,912037,2025-07-18 05:23:04,Electric,351.89,80.07,40919.85
12036193,910906,2024-07-05 19:46:30,CNG,388.6,84.18,14981.58
12036194,911502,2024-06-18 10:04:59,Electric,328.47,27.35,49181.91
12036195,910813,2025-02-25 11:31:22,Diesel,269.39,22.19,48086.26
12036196,912951,2025-09-05 16:34:43,CNG,190.7,116.51,19281.78
12036197,912209,2025-05-05 10:28:50,CNG,415.99,37.06,53152.23
12036198,910412,2023-08-22 04:55:09,CNG,235.92,29.19,24612.18
12036199,913801,2023-08-02 15:57:09,CNG,117.75,36.41,67433.3
12036200,913561,2024-12-28 09:27:39,CNG,187.84,58.73,64293.05
12036201,913706,2024-03-09 20:35:54,CNG,533.66,49.7,30883.68
12036202,910149,2025-12-15 10:18:00,CNG,476.66,47.52,24327.33
12036203,913719,2024-11-06 09:10:56,Electric,541.11,10.96,42495.77
12036204,911986,2023-04-03 10:48:40,CNG,405.82,91.08,68212.84
12036205,912848,2024-03-09 15:49:02,Diesel,310.83,27.8,31025.13
12036206,913306,2023-10-02 13:29:46,Electric,251.01,18.07,67722.77
12036207,910149,2023-03-25 11:15:56,CNG,576.37,108.47,29116.04
12036208,911337,2024-11-12 14:02:07,Electric,145.12,20.9,32794.66
12036209,910384,2023-03-06 02:29:20,Electric,546.73,19.58,49684.73
12036210,910392,2023-08-01 09:32:53,Electric,508.69,79.35,17355.89
12036211,912785,2024-06-30 10:24:20,Diesel,236.78,85.24,20396.8
12036212,912886,2024-11-03 06:56:07,Diesel,299.49,103.96,6431.52
12036213,912786,2024-01-04 12:24:01,Electric,265.87,115.26,47051.55
12036214,913504,2024-12-06 09:08:20,CNG,63.62,100.15,54642.52
12036215,911353,2025-02-08 15:54:34,Electric,320.77,23.19,63142.32
12036216,912805,2023-12-27 14:00:51,Electric,411.2,64.45,25254.1
12036217,912648,2024-07-24 02:43:42,Electric,438.57,65.95,37164.09
12036218,913395,2023-03-30 14:32:24,Diesel,136.42,34.07,17421.46
12036219,911065,2023-02-26 06:12:18,Diesel,379.66,13.92,43290.59
12036220,912424,2025-10-08 03:46:15,Diesel,299.17,6.49,26496.89
12036221,910851,2024-03-15 12:53:30,CNG,135.08,104.43,63752.92
12036222,911810,2024-12-02 10:51:19,CNG,385.12,41.39,31205.38
12036223,911337,2025-08-06 18:36:29,CNG,55.18,66.45,16600.67
12036224,910705,2024-07-12 01:41:22,Diesel,485.14,62.33,48594.73
12036225,910784,2025-10-16 09:40:32,Electric,43.23,23.04,52567.6
12036226,910278,2025-01-18 20:27:24,CNG,539.25,25.67,36026.47
12036227,911857,2023-04-25 01:25:48,Electric,498.62,46.5,41105.8
12036228,913256,2025-04-15 09:50:57,Electric,33.22,9.63,32237.21
12036229,911853,2024-09-24 05:37:13,Electric,269.09,63.9,17386.83
12036230,910653,2023-03-05 18:22:29,Electric,545.19,81.62,43900.14
12036231,912706,2025-01-23 19:26:58,Electric,142.38,34.36,29166.44
12036232,913777,2023-12-05 17:00:46,CNG,435.72,8.45,42464.96
12036233,912110,2025-02-18 12:48:40,CNG,499.57,100.59,8749.1
12036234,911798,2024-12-22 17:30:46,Electric,223.34,9.65,44950.59
12036235,913368,2023-01-05 13:40:25,Electric,34.99,34.45,41608.41
12036236,913117,2025-11-07 04:52:18,Electric,507.19,8.8,38205.06
12036237,911774,2024-11-03 01:58:58,Diesel,75.71,19.05,35274.47
12036238,913313,2024-10-17 03:34:48,CNG,62.18,112.04,46952.26
12036239,913959,2023-02-21 22:21:16,Electric,518.87,23.93,9387.77
12036240,911046,2024-06-12 01:46:25,CNG,267.81,57.91,19752.47
12036241,910457,2023-07-21 03:12:53,CNG,439.87,29.57,35276.29
12036242,912300,2025-05-31 00:35:22,Electric,145.71,53.83,20422.31
12036243,911853,2025-07-31 16:38:41,Electric,173.69,78.13,13587.05
12036244,911868,2025-12-05 01:41:35,CNG,579.14,29.35,24420.35
12036245,910006,2024-04-16 01:23:08,CNG,281.77,40.09,25033.4
12036246,912060,2025-05-01 21:42:18,CNG,257.02,35.15,62526.54
12036247,911883,2025-01-05 06:10:43,Diesel,539.84,57.69,65603.57
12036248,911120,2023-12-22 14:18:05,CNG,357.9,37.44,46838.44
12036249,913275,2023-10-20 17:52:08,Diesel,482.97,32.74,22902.84
12036250,910670,2025-02-06 08:14:18,CNG,569.47,71.67,55047.43
12036251,911515,2024-04-25 20:26:47,Diesel,376.03,78.77,24682.96
12036252,911227,2024-04-14 03:35:01,Diesel,206.36,112.36,2857.56
12036253,912747,2023-04-28 09:51:10,Electric,134.67,115.06,26233.2
12036254,913175,2025-08-08 20:19:54,Diesel,292.79,22.46,20222.14
12036255,910144,2025-12-06 02:42:49,Electric,425.74,5.47,3027.17
12036256,910289,2023-08-20 06:35:43,Electric,43.61,13.9,49246.86
12036257,910427,2023-09-05 16:45:07,Diesel,328.04,49.52,32367.15
12036258,912030,2025-06-17 23:16:34,Diesel,357.47,13.44,57490.35
12036259,911331,2023-09-16 21:49:24,Diesel,462.98,81.04,14151.3
12036260,910291,2025-02-04 00:04:01,Electric,473.12,23.44,43773.31
12036261,911333,2024-08-14 08:24:59,Diesel,437.51,62.05,24479.75
12036262,910226,2024-02-12 21:06:27,Electric,512.73,95.35,14457.43
12036263,910697,2023-08-01 06:03:33,Diesel,492.49,11.77,44453.63
12036264,913176,2025-07-15 12:01:24,CNG,227.83,62.55,10827.43
12036265,912003,2023-04-14 14:10:33,Electric,20.2,54.86,54246.03
12036266,913584,2024-07-09 22:20:46,Diesel,507.93,87.75,36809.61
12036267,911336,2025-03-20 23:51:20,Electric,187.67,22.34,28155.92
12036268,912801,2024-12-20 05:00:38,Diesel,128.49,57.55,51338.77
12036269,911054,2024-04-30 06:46:47,Diesel,432.55,87.82,516.79
12036270,911714,2023-07-24 21:38:48,Diesel,492.24,65.27,48805.94
12036271,911526,2024-10-28 11:31:55,Electric,475.74,68.28,45449.59
12036272,913291,2023-06-15 07:54:30,Electric,265.67,99.67,36065.75
12036273,910661,2024-10-21 22:35:48,CNG,62.62,55.77,20609.43
12036274,913584,2025-05-31 13:42:28,Electric,390.4,20.12,17148.79
12036275,912333,2023-07-04 19:05:15,Electric,75.95,82.93,34611.89
12036276,910760,2023-10-04 04:16:07,CNG,80.38,16.29,37854.85
12036277,911671,2025-04-21 12:41:44,CNG,374.12,54.89,56231.25
12036278,913550,2024-09-03 17:57:55,CNG,386.83,60.84,39805.74
12036279,910725,2024-07-11 23:40:03,Electric,111.36,36.47,20912.18
12036280,911274,2025-09-26 03:22:01,Diesel,319.3,37.41,35987.78
12036281,913605,2024-02-05 09:45:13,CNG,486.93,77.58,51344.48
12036282,912489,2023-01-31 23:13:33,CNG,482.51,93.37,47315.43
12036283,911245,2024-01-08 20:16:17,CNG,597.37,51.33,66439.32
12036284,910568,2024-03-06 15:26:48,Electric,273.4,6.63,12626.08
12036285,911148,2023-09-13 16:24:08,CNG,375.91,25.17,22796.96
12036286,911562,2024-09-16 20:17:52,CNG,530.0,73.73,41368.28
12036287,910194,2023-10-01 19:56:46,Diesel,516.29,38.11,41439.81
12036288,910633,2025-06-23 08:02:06,Electric,464.58,20.43,28620.13
12036289,913016,2025-08-16 18:07:08,Diesel,479.89,92.01,60043.89
12036290,911070,2025-05-01 18:42:57,Electric,297.76,92.59,15287.01
12036291,911205,2023-03-04 19:00:12,Diesel,178.25,56.76,27005.0
12036292,910858,2023-05-17 09:49:04,CNG,217.06,46.66,46804.19
12036293,910439,2025-01-25 19:19:59,Electric,14.31,51.65,53769.47
12036294,911208,2024-12-18 11:12:36,CNG,366.28,34.5,64411.22
12036295,911599,2023-05-23 18:33:25,Electric,14.42,31.07,7494.26
12036296,911983,2025-09-23 07:06:12,Diesel,143.3,63.14,42887.6
12036297,911009,2025-01-15 00:38:20,Electric,294.73,84.7,61137.77
12036298,912327,2025-10-11 20:16:49,Diesel,556.17,64.88,32598.52
12036299,911126,2025-05-06 10:09:18,Electric,120.75,103.07,63955.93
12036300,911612,2025-04-03 12:04:06,Diesel,344.16,101.6,38693.98
12036301,911929,2024-06-19 17:20:03,Electric,63.67,37.88,67107.09
12036302,912234,2023-05-26 12:25:18,CNG,112.4,16.15,65318.37
12036303,913852,2023-01-06 09:20:29,Diesel,338.6,92.35,34876.12
12036304,910780,2025-12-23 14:57:34,Diesel,494.46,94.31,38071.38
12036305,911617,2023-10-15 23:25:00,Electric,336.68,94.47,61589.62
12036306,910349,2025-05-18 15:22:35,CNG,538.79,33.82,3983.67
12036307,912468,2024-08-29 00:19:48,Diesel,84.04,50.39,46991.06
12036308,910092,2025-10-09 04:36:36,CNG,58.28,24.85,50978.92
12036309,912559,2024-10-21 18:25:56,Diesel,550.63,97.79,67233.7
12036310,910370,2025-01-28 14:31:13,Electric,217.16,59.45,35213.01
12036311,912696,2024-09-06 02:25:39,CNG,597.74,15.03,36784.22
12036312,912574,2025-08-06 15:49:49,CNG,322.32,17.17,65401.51
12036313,913281,2025-09-20 20:22:34,Electric,567.9,8.83,34502.7
12036314,912874,2023-05-17 16:59:11,Electric,325.49,103.52,10066.16
12036315,911573,2025-12-01 01:33:30,CNG,391.41,56.93,55226.43
12036316,910566,2024-05-06 10:30:07,CNG,208.85,84.12,65375.01
12036317,912607,2025-04-01 12:10:05,CNG,549.8,110.15,1061.42
12036318,913904,2023-06-09 19:15:38,Electric,175.33,63.92,12754.92
12036319,910460,2025-12-10 20:29:02,CNG,526.55,7.18,61721.93
12036320,913017,2025-01-02 09:44:43,Diesel,496.8,78.86,1837.36
12036321,912903,2024-03-23 15:52:19,CNG,140.8,88.66,33503.92
12036322,910798,2025-10-17 09:50:26,Diesel,260.66,5.65,14065.29
12036323,910588,2023-08-24 19:50:25,CNG,87.69,53.87,26289.06
12036324,912244,2024-11-09 05:27:19,Diesel,331.45,24.19,25106.02
12036325,910479,2023-03-06 12:04:11,Electric,219.08,118.28,60531.6
12036326,913607,2024-02-11 10:06:41,Diesel,52.48,88.5,5052.96
12036327,912735,2024-06-04 23:58:13,CNG,370.33,116.22,44187.23
12036328,913893,2024-12-03 20:49:19,Electric,540.13,28.0,60841.96
12036329,912933,2023-10-01 12:07:59,Diesel,133.84,31.47,13533.43
12036330,912992,2024-08-18 03:15:31,Diesel,490.98,103.15,5003.82
12036331,911274,2024-04-09 07:59:14,Diesel,171.0,82.65,10214.72
12036332,911762,2023-07-23 06:34:10,Diesel,122.74,15.18,55925.7
12036333,913414,2024-05-29 15:27:02,Electric,404.47,37.82,17817.8
12036334,912440,2024-02-07 01:44:40,Electric,593.49,107.19,25413.79
12036335,910783,2025-06-18 09:09:33,CNG,543.57,105.45,44221.0
12036336,911763,2025-02-25 06:00:23,CNG,269.49,58.12,61465.71
12036337,912328,2023-02-06 07:26:41,CNG,588.29,80.8,55393.87
12036338,911093,2023-12-30 13:38:18,Electric,50.55,92.17,1580.47
12036339,913261,2023-11-28 07:34:49,Diesel,218.49,114.65,26782.59
12036340,910566,2025-06-10 07:42:58,Electric,27.34,41.41,26255.9
12036341,910619,2025-08-12 13:08:37,Diesel,55.48,63.4,3633.82
12036342,912628,2024-12-11 03:44:04,Diesel,214.26,50.88,35995.54
12036343,913464,2024-05-25 20:15:25,Diesel,353.8,86.13,6481.73
12036344,911173,2024-11-27 18:59:32,Electric,289.42,16.11,62390.4
12036345,913141,2025-09-12 23:51:27,CNG,522.06,111.84,69209.15
12036346,913058,2024-10-23 10:39:11,CNG,33.54,107.22,32693.32
12036347,913584,2025-11-18 18:05:30,Electric,392.99,27.34,30846.06
12036348,913753,2024-11-14 16:48:51,Diesel,360.35,48.0,28856.99
12036349,912749,2024-05-09 06:00:52,Diesel,569.94,49.3,62288.68
12036350,911032,2024-03-21 02:55:23,Diesel,497.36,78.19,60278.48
12036351,913237,2024-11-02 11:15:29,Diesel,321.75,13.76,45348.26
12036352,910857,2024-01-13 03:56:50,Diesel,129.77,63.94,45942.16
12036353,912490,2023-09-10 23:48:33,Electric,400.75,36.95,39105.47
12036354,911834,2023-12-10 22:29:11,Electric,108.72,10.59,2267.67
12036355,910042,2024-04-30 08:58:17,Diesel,392.65,46.08,20903.87
12036356,912771,2023-11-21 02:12:17,Electric,213.0,17.15,54703.47
12036357,913836,2025-10-15 05:33:08,CNG,463.74,18.53,57984.15
12036358,911255,2024-07-30 21:31:34,CNG,437.72,77.35,2330.35
12036359,912330,2024-06-02 04:29:30,Diesel,202.54,117.34,8929.97
12036360,913234,2025-02-15 05:19:23,Electric,132.43,46.14,29859.93
12036361,911360,2023-10-05 18:33:11,CNG,571.98,12.24,50585.7
12036362,910653,2023-05-09 08:10:52,Diesel,391.76,87.74,21616.74
12036363,912699,2025-11-23 03:02:52,Electric,422.18,105.69,11405.83
12036364,911867,2024-12-23 00:21:02,Electric,45.63,19.81,18073.75
12036365,913623,2024-12-20 12:00:44,CNG,263.99,79.73,9514.48
12036366,913355,2023-02-10 12:16:04,Electric,70.44,46.47,57633.69
12036367,912146,2025-10-08 10:51:45,Electric,42.12,101.69,19118.99
12036368,910801,2023-01-26 21:23:11,CNG,510.79,6.89,31060.5
12036369,912093,2025-11-14 06:05:55,Diesel,207.8,52.84,19808.29
12036370,913042,2024-02-27 11:06:11,Diesel,286.69,7.25,26869.23
12036371,911043,2025-01-16 00:20:50,Diesel,474.82,16.54,39016.93
12036372,911639,2024-02-05 15:16:39,Diesel,265.77,83.99,28574.46
12036373,911390,2023-08-25 19:14:21,CNG,470.73,83.59,3514.27
12036374,910507,2024-11-11 09:03:47,Diesel,258.91,85.27,48516.65
12036375,910376,2025-06-17 14:49:36,Diesel,263.79,105.49,43844.69
12036376,913778,2024-10-14 19:14:58,CNG,350.6,20.65,13347.5
12036377,913261,2024-12-17 07:45:44,Diesel,98.15,6.2,12631.61
12036378,910800,2023-12-17 13:37:15,Diesel,409.56,13.62,66163.54
12036379,912398,2024-10-19 23:51:22,Electric,74.75,25.16,14579.25
12036380,912426,2024-04-20 13:02:51,CNG,181.04,43.99,40371.35
12036381,910216,2023-03-24 00:05:46,Electric,484.76,61.66,8281.63
12036382,911324,2023-04-01 05:50:25,CNG,563.04,83.85,5154.45
12036383,910636,2024-02-03 23:26:20,Diesel,287.53,46.47,57757.57
12036384,911128,2024-08-06 13:35:42,CNG,237.43,62.55,40730.07
12036385,910002,2025-09-08 21:15:52,Electric,43.54,10.76,17115.87
12036386,910334,2023-12-07 02:42:19,CNG,306.36,89.67,46694.99
12036387,913426,2025-04-16 05:09:07,Diesel,565.82,24.56,15207.88
12036388,913979,2024-07-24 06:19:39,Electric,336.85,60.6,31213.66
12036389,911141,2024-04-06 02:24:36,CNG,580.98,21.83,53889.78
12036390,913833,2025-11-12 23:31:06,CNG,206.19,11.57,46494.05
12036391,911552,2023-12-26 17:02:12,Electric,503.36,92.14,69128.4
12036392,910364,2025-03-30 14:52:15,CNG,134.53,15.45,47237.45
12036393,913681,2023-04-23 00:40:29,CNG,598.12,50.11,5096.91
12036394,911930,2025-09-03 16:42:05,Electric,567.09,85.01,8430.35
12036395,910217,2024-02-11 18:04:08,CNG,265.29,119.7,3430.29
12036396,911879,2023-08-12 00:24:01,Electric,96.48,53.57,24504.29
12036397,910210,2025-12-05 01:10:18,Diesel,537.75,96.07,32414.25
12036398,910732,2024-11-21 01:42:36,Electric,432.87,22.88,31174.39
12036399,911879,2023-09-26 08:30:46,CNG,595.71,116.73,22575.48
12036400,912306,2024-03-26 00:52:27,CNG,102.81,51.88,60043.65
12036401,912030,2025-02-09 22:23:41,Diesel,183.57,95.05,66570.35
12036402,913866,2024-10-15 01:00:36,CNG,340.15,37.76,15200.74
12036403,910246,2025-06-29 05:35:34,CNG,246.2,7.5,15973.36
12036404,912541,2024-08-31 10:42:29,Diesel,17.65,59.69,15873.78
12036405,911624,2023-02-16 09:55:07,Electric,178.61,62.7,68560.96
12036406,913445,2025-04-23 18:55:07,CNG,279.73,110.02,55782.92
12036407,911343,2024-12-21 16:38:38,Diesel,100.29,40.02,30036.78
12036408,912194,2024-05-24 14:31:20,Diesel,307.27,61.16,61464.4
12036409,912894,2023-10-03 20:56:08,Electric,556.46,66.78,8257.19
12036410,910684,2023-12-07 12:57:14,CNG,229.07,93.86,33041.18
12036411,912296,2025-09-07 19:13:35,Diesel,41.87,38.06,60162.31
12036412,912850,2025-07-26 06:20:03,CNG,324.55,117.12,64624.57
12036413,913534,2024-04-11 14:09:03,Electric,253.06,107.52,7814.09
12036414,911397,2024-03-01 16:23:58,Electric,493.92,84.99,45303.78
12036415,913628,2025-08-26 13:12:37,Electric,490.2,116.14,44004.65
12036416,912286,2025-02-20 20:07:01,CNG,312.7,99.59,45381.94
12036417,910928,2023-02-27 14:15:23,Diesel,25.41,78.62,18931.07
12036418,913217,2024-11-28 00:55:20,CNG,471.76,59.96,32754.3
12036419,910810,2023-03-01 11:44:41,Diesel,574.8,56.73,57362.35
12036420,913023,2023-09-19 03:26:38,Diesel,15.72,93.9,31798.14
12036421,910176,2024-09-15 04:38:28,CNG,184.85,107.97,47481.63
12036422,912116,2023-10-20 01:27:56,Electric,460.13,62.31,66215.01
12036423,910087,2023-02-21 04:48:29,Electric,196.42,57.42,26193.24
12036424,911551,2024-09-10 16:10:01,Diesel,328.3,102.93,57741.16
12036425,913350,2023-02-26 23:53:02,CNG,351.37,45.3,36110.08
12036426,911575,2023-08-19 10:13:54,Diesel,385.56,50.61,26225.58
12036427,911984,2024-10-13 08:36:25,CNG,288.6,118.77,47660.91
12036428,910140,2025-02-27 08:57:32,CNG,61.83,62.64,57003.34
12036429,911995,2024-09-18 05:51:28,CNG,190.98,90.58,19975.33
12036430,911913,2025-12-16 20:09:31,CNG,28.33,59.6,27071.91
12036431,912261,2024-01-26 23:11:06,Diesel,321.53,15.41,41906.94
12036432,913370,2024-02-13 15:39:27,CNG,36.09,13.21,13922.05
12036433,911024,2024-06-03 04:50:54,Electric,381.4,75.19,4872.32
12036434,912619,2023-02-12 16:47:21,Electric,140.67,86.94,64087.45
12036435,911611,2024-09-30 18:41:57,CNG,89.63,103.89,36104.92
12036436,911167,2025-11-24 02:38:11,CNG,442.05,118.43,22359.99
12036437,910823,2023-10-03 16:37:13,CNG,190.98,113.36,50899.1
12036438,910388,2024-12-07 20:49:58,CNG,122.72,29.42,64709.45
12036439,912751,2023-12-18 22:19:51,CNG,467.26,97.66,901.21
12036440,912253,2025-04-21 09:32:45,Electric,466.96,17.27,15643.95
12036441,912113,2024-10-16 23:37:23,Diesel,265.38,44.38,32796.11
12036442,911832,2024-05-25 09:23:15,CNG,562.19,71.64,49848.97
12036443,913490,2023-02-27 05:45:01,Diesel,301.63,39.11,45437.39
12036444,911971,2025-11-27 11:52:56,CNG,79.29,85.51,48089.28
12036445,910942,2025-07-17 10:53:24,Electric,436.28,92.28,64349.76
12036446,911712,2024-09-23 05:46:08,Diesel,234.92,23.01,607.39
12036447,913687,2024-12-27 09:59:21,CNG,478.38,78.06,4839.52
12036448,911087,2024-04-12 06:25:16,Diesel,420.8,73.23,42743.7
12036449,910477,2023-07-28 08:55:55,Diesel,264.5,94.55,4876.9
12036450,913824,2025-12-26 12:07:20,Electric,449.51,29.72,26746.5
12036451,911568,2024-06-22 00:16:22,CNG,8.77,60.0,37532.18
12036452,910968,2025-04-09 20:47:31,CNG,375.85,111.86,3958.48
12036453,912851,2024-06-18 18:41:30,Electric,9.6,78.56,29401.15
12036454,913590,2023-02-18 20:48:59,Diesel,31.23,59.95,11762.01
12036455,911620,2023-11-08 10:34:23,Diesel,378.77,42.13,57019.73
12036456,911239,2024-08-29 05:19:28,CNG,500.29,78.17,61857.24
12036457,910278,2025-12-27 12:49:26,CNG,102.15,51.1,54110.09
12036458,913173,2023-03-02 09:39:16,Electric,166.69,105.38,9348.74
12036459,913690,2024-08-02 04:13:18,Electric,588.49,39.11,23588.0
12036460,913579,2024-10-03 19:04:20,CNG,473.27,84.88,53431.12
12036461,910539,2025-09-23 18:58:10,CNG,182.86,31.17,12398.36
12036462,910498,2025-12-23 10:11:21,Electric,440.16,107.63,6578.15
12036463,913184,2025-06-08 13:47:17,Electric,383.82,93.37,33218.9
12036464,912689,2025-05-10 02:31:01,CNG,352.48,85.38,24206.66
12036465,910259,2024-08-21 10:27:23,CNG,396.66,11.15,8687.68
12036466,911914,2024-07-04 00:48:26,Diesel,72.72,73.32,23617.08
12036467,913810,2023-10-25 20:41:28,Electric,7.19,22.32,26694.3
12036468,912485,2024-03-11 03:08:00,Electric,270.72,32.1,37565.36
12036469,911622,2025-05-14 09:49:21,Diesel,233.84,35.56,11311.43
12036470,911718,2024-01-26 17:16:02,Electric,250.34,16.84,8228.1
12036471,910241,2024-05-20 01:32:42,CNG,102.86,92.82,14239.01
12036472,913768,2023-12-18 03:13:21,CNG,79.58,111.39,553.26
12036473,911915,2025-07-23 11:20:05,Electric,530.22,97.73,53900.04
12036474,911744,2023-11-17 17:06:44,Diesel,506.02,9.83,28048.49
12036475,911073,2023-12-03 22:10:45,Electric,358.8,101.99,61581.16
12036476,912224,2023-08-11 22:10:13,Diesel,44.33,56.15,25990.38
12036477,910006,2023-03-24 05:07:19,Diesel,469.73,35.1,19126.45
12036478,910356,2025-10-08 05:19:40,Electric,195.87,93.38,28597.17
12036479,911411,2024-07-15 22:05:21,Diesel,479.99,7.55,65445.71
12036480,910405,2023-12-01 06:29:16,Electric,414.33,61.93,18069.16
12036481,910587,2024-11-13 11:38:35,CNG,462.35,36.49,29174.03
12036482,910938,2025-05-05 13:47:34,CNG,469.57,104.87,55706.55
12036483,910689,2025-05-10 18:19:35,Electric,145.24,71.74,4397.33
12036484,912308,2025-12-02 08:37:19,CNG,69.69,29.46,53992.65
12036485,911876,2025-08-19 04:00:14,Diesel,290.09,35.08,47639.33
12036486,912960,2024-09-03 15:17:14,Diesel,388.1,107.3,32422.96
12036487,912535,2023-01-27 15:05:47,Electric,73.06,31.11,69795.37
12036488,911008,2023-04-25 04:00:56,CNG,25.74,39.0,61654.94
12036489,911413,2025-09-16 08:35:42,CNG,67.96,46.79,1541.24
12036490,910737,2024-08-10 06:09:11,Diesel,575.81,19.78,45098.62
12036491,911981,2025-11-28 21:34:18,CNG,198.29,20.54,30800.32
12036492,913666,2023-07-26 04:49:40,Diesel,31.71,87.83,38875.85
12036493,912810,2023-01-11 12:55:45,CNG,459.31,61.1,56642.96
12036494,911237,2024-06-06 02:38:20,CNG,467.31,107.89,62381.17
12036495,913089,2023-06-02 09:48:24,CNG,280.74,111.56,29593.01
12036496,911439,2024-07-15 06:49:31,Electric,52.44,67.33,44857.75
12036497,910237,2024-04-27 11:10:12,Diesel,570.42,71.26,53201.92
12036498,912814,2025-05-26 02:53:30,CNG,225.99,36.05,13094.21
12036499,911862,2024-11-20 18:24:36,CNG,320.87,19.82,63451.32
12036500,912892,2023-08-12 14:35:22,Electric,274.69,116.32,47342.3
12036501,912340,2024-12-12 07:22:33,Diesel,490.11,113.27,27789.94
12036502,911350,2023-09-11 13:23:06,Electric,172.7,97.07,36101.68
12036503,910992,2023-01-10 22:52:27,Electric,172.12,11.49,63493.64
12036504,913306,2025-06-16 14:38:45,Diesel,510.79,80.87,15531.5
12036505,911539,2025-05-10 20:11:25,Electric,445.52,59.06,21465.53
12036506,912356,2025-03-31 21:25:36,CNG,259.0,115.52,34747.35
12036507,913122,2024-06-02 19:14:23,Electric,557.05,32.58,45581.78
12036508,910578,2025-03-15 09:46:26,Diesel,289.97,105.66,53073.66
12036509,913446,2023-06-07 00:52:44,CNG,63.96,91.99,57585.12
12036510,912828,2024-01-26 07:42:16,Electric,463.61,97.47,32058.13
12036511,911094,2024-08-12 17:42:15,CNG,248.58,106.98,50001.47
12036512,911747,2025-02-02 04:52:50,Diesel,6.01,42.96,11126.86
12036513,910516,2025-10-16 18:56:01,Diesel,408.36,44.17,44378.63
12036514,911910,2025-03-17 14:23:19,Diesel,234.46,35.76,34241.57
12036515,913591,2025-09-10 05:19:15,CNG,478.73,10.6,46488.58
12036516,913327,2023-12-05 13:00:34,Electric,42.18,50.3,62913.94
12036517,910446,2024-03-07 16:00:22,CNG,301.42,37.09,65452.69
12036518,913498,2025-05-24 13:28:10,Diesel,337.26,91.36,58213.55
12036519,910034,2025-02-24 16:44:21,CNG,307.34,49.39,43502.69
12036520,913455,2024-08-10 00:43:24,Diesel,183.38,86.44,60189.69
12036521,912773,2023-06-29 22:06:48,CNG,193.28,42.48,24410.2
12036522,910715,2023-11-09 15:22:42,Electric,258.28,69.38,8590.29
12036523,913703,2024-11-23 15:58:28,CNG,28.88,37.39,9929.52
