Truck_ID,Truck_Type,Fuel_Type,Capacity_KG,Model_Year,Odometer_KM
910672,Light,CNG,24262,2017,169751
910673,Light,CNG,25196,2025,686561
910674,Heavy,Hybrid,27910,2023,191337
910675,Medium,CNG,26982,2021,30499
910676,Light,CNG,17152,2018,25226
910677,Light,CNG,13605,2023,509677
910678,Light,CNG,25759,2024,243283
910679,Heavy,Diesel,9623,2020,162051
910680,Light,Diesel,25447,2021,122026
910681,Medium,Electric,24126,2018,419457
910682,Light,CNG,9199,2023,398423
910683,Light,Hybrid,5273,2015,475181
910684,Heavy,CNG,15812,2023,866961
910685,Light,CNG,16693,2025,537684
910686,Medium,Diesel,22462,2018,732968
910687,Light,Diesel,29902,2025,840207
910688,Heavy,CNG,10606,2019,678197
910689,Medium,CNG,12657,2020,768083
910690,Medium,CNG,10795,2019,90744
910691,Light,Diesel,4070,2015,680520
910692,Medium,CNG,29343,2019,372093
910693,Medium,Hybrid,9122,2021,776633
910694,Heavy,Electric,17571,2024,15361
910695,Medium,Diesel,8057,2017,749927
910696,Light,Diesel,24510,2023,720265
910697,Light,Hybrid,21900,2018,409085
910698,Heavy,Electric,2327,2015,340017
910699,Medium,Electric,27044,2017,365238
910700,Light,Diesel,22980,2019,562255
910701,Medium,Diesel,5039,2020,889817
910702,Light,Electric,4377,2019,430689
910703,Light,Diesel,6789,2022,807229
910704,Light,CNG,11979,2021,655265
910705,Light,CNG,21920,2021,611618
910706,Heavy,CNG,28736,2022,84329
910707,Heavy,Hybrid,18891,2020,35744
910708,Medium,Diesel,9337,2019,170379
910709,Light,CNG,18411,2021,192301
910710,Light,Diesel,2137,2025,295233
910711,Light,CNG,2075,2017,382572
910712,Medium,CNG,2391,2015,869097
910713,Heavy,Electric,13515,2017,518225
910714,Heavy,Diesel,29266,2016,122980
910715,Light,Electric,9624,2021,48796
910716,Heavy,Hybrid,20037,2019,402710
910717,Light,Diesel,8795,2021,755656
910718,Heavy,Hybrid,20497,2016,503961
910719,Medium,Electric,4308,2015,307256
910720,Light,CNG,25075,2021,424309
910721,Medium,CNG,15671,2020,726067
910722,Medium,CNG,8075,2019,718952
910723,Light,CNG,10454,2021,142945
910724,Heavy,Hybrid,26076,2019,512083
910725,Heavy,Diesel,8500,2020,809408
910726,Medium,Diesel,27307,2019,327749
910727,Medium,Diesel,22809,2025,83143
910728,Light,Hybrid,19103,2018,271470
910729,Medium,Hybrid,7167,2024,421738
910730,Light,Hybrid,19038,2025,52888
910731,Heavy,Diesel,18860,2019,460896
910732,Heavy,Electric,15599,2021,133065
910733,Heavy,Hybrid,10485,2025,320417
910734,Light,Electric,27390,2019,605645
910735,Heavy,CNG,10037,2023,895891
910736,Medium,Electric,2018,2018,566295
910737,Light,Diesel,3814,2019,203189
910738,Light,Diesel,2535,2021,81124
910739,Light,Electric,11282,2020,531359
910740,Light,Hybrid,4611,2017,453285
910741,Light,Electric,24812,2017,742075
910742,Light,Electric,26178,2015,527675
910743,Medium,CNG,22090,2025,658834
910744,Light,CNG,12453,2020,369254
910745,Heavy,Electric,2574,2023,670288
910746,Medium,CNG,29877,2024,284851
910747,Heavy,Electric,6473,2020,832106
910748,Light,Diesel,7834,2020,453336
910749,Heavy,Hybrid,23063,2018,335134
910750,Light,Diesel,27846,2025,417171
910751,Heavy,Electric,9368,2016,737283
910752,Light,Electric,6825,2022,270576
910753,Light,CNG,27393,2016,585131
910754,Medium,Diesel,13402,2018,389218
910755,Light,Hybrid,29976,2017,263226
910756,Medium,Diesel,13859,2024,808599
910757,Medium,Electric,10815,2023,610217
910758,Heavy,Hybrid,2687,2019,583006
910759,Light,Diesel,10894,2022,795396
910760,Medium,Hybrid,18714,2017,256490
910761,Heavy,Diesel,8233,2023,272592
910762,Light,CNG,12492,2015,739465
910763,Light,Electric,8125,2025,492535
910764,Medium,Diesel,21028,2020,481986
910765,Medium,Electric,21008,2022,753229
910766,Medium,CNG,14177,2023,503204
910767,Light,CNG,11482,2015,537803
910768,Heavy,CNG,27271,2020,875485
910769,Light,CNG,16816,2016,506691
910770,Light,CNG,5110,2018,636769
910771,Light,Electric,11217,2020,706260
910772,Light,Diesel,28785,2021,378819
910773,Medium,Hybrid,28129,2015,126485
910774,Light,Hybrid,27047,2023,315562
910775,Medium,Hybrid,10159,2018,418070
910776,Light,Diesel,26438,2021,309147
910777,Medium,Diesel,24381,2016,786310
910778,Heavy,CNG,14985,2017,373081
910779,Heavy,CNG,21815,2021,413263
910780,Light,Hybrid,21044,2021,343191
910781,Heavy,Hybrid,2384,2025,47622
910782,Light,Electric,11043,2020,875362
910783,Heavy,Electric,4918,2020,573568
910784,Medium,Diesel,27473,2020,632500
910785,Medium,Diesel,7151,2022,191667
910786,Heavy,CNG,4733,2018,72967
910787,Heavy,Diesel,17734,2023,323149
910788,Medium,Hybrid,18279,2016,305824
910789,Heavy,Hybrid,4238,2021,36035
910790,Light,CNG,9782,2019,456027
910791,Light,Hybrid,20992,2017,75234
910792,Heavy,CNG,11828,2023,747286
910793,Medium,Hybrid,13790,2022,302637
910794,Heavy,CNG,24774,2023,474152
910795,Medium,CNG,28175,2016,636000
910796,Heavy,CNG,4692,2017,458621
910797,Light,Electric,13621,2023,733128
910798,Medium,Hybrid,2902,2025,83244
910799,Heavy,CNG,25663,2020,196686
910800,Medium,CNG,26897,2023,641836
910801,Light,Electric,24563,2019,882758
910802,Heavy,Electric,2212,2022,608389
910803,Heavy,Electric,24522,2023,35526
910804,Medium,Diesel,29431,2021,128357
910805,Medium,CNG,11683,2023,633702
910806,Heavy,Hybrid,7786,2022,628297
910807,Heavy,CNG,9835,2018,306215
910808,Medium,Diesel,27328,2020,686113
910809,Light,Electric,1899,2021,416741
910810,Medium,Diesel,29467,2015,880841
910811,Light,Diesel,17639,2016,373101
910812,Medium,CNG,7207,2025,283271
910813,Medium,CNG,9234,2019,276749
910814,Light,Hybrid,13552,2024,855492
910815,Light,CNG,2673,2024,815934
910816,Heavy,Electric,23545,2024,762867
910817,Medium,CNG,29764,2018,830362
910818,Medium,CNG,5172,2019,855914
910819,Heavy,Electric,28673,2016,889518
910820,Light,Diesel,1565,2025,240921
910821,Light,Hybrid,11307,2023,792013
910822,Medium,Electric,27616,2025,301467
910823,Medium,Diesel,4109,2016,851355
910824,Heavy,Electric,26153,2023,667005
910825,Medium,Electric,16788,2023,757361
910826,Heavy,Electric,8872,2016,761902
910827,Heavy,Electric,1739,2020,56476
910828,Medium,Diesel,14049,2018,122304
910829,Light,Hybrid,26455,2021,351272
910830,Heavy,Hybrid,6871,2021,139015
910831,Medium,CNG,8662,2015,714083
910832,Heavy,Hybrid,6719,2025,835853
910833,Heavy,Diesel,2281,2017,494928
910834,Medium,Electric,8073,2024,542562
910835,Heavy,Hybrid,12001,2022,865510
910836,Heavy,CNG,12412,2019,778494
910837,Light,Diesel,20477,2017,144874
910838,Medium,Diesel,6062,2021,393407
910839,Light,Electric,20086,2020,525018
910840,Light,CNG,21546,2023,575315
910841,Heavy,Electric,21644,2020,571116
910842,Heavy,Hybrid,11315,2021,681748
910843,Heavy,Electric,1089,2020,740874
910844,Light,CNG,26747,2021,258826
910845,Heavy,Diesel,20964,2015,303329
910846,Heavy,Electric,12692,2017,199725
910847,Heavy,Diesel,23714,2022,192625
910848,Light,CNG,20050,2024,750551
910849,Medium,Hybrid,1745,2021,866020
910850,Medium,Hybrid,4194,2021,278538
910851,Medium,CNG,10972,2024,483396
910852,Light,Hybrid,18053,2024,213799
910853,Heavy,Hybrid,20367,2024,529779
910854,Heavy,Electric,18370,2018,713160
910855,Light,Hybrid,15589,2025,499453
910856,Medium,Diesel,22615,2021,718528
910857,Medium,Diesel,22601,2025,888619
910858,Medium,Diesel,8597,2021,826482
910859,Medium,Diesel,8805,2022,134647
910860,Light,Electric,2530,2015,455764
910861,Heavy,CNG,17470,2015,669212
910862,Heavy,CNG,22194,2021,567154
910863,Light,Diesel,15455,2016,732601
910864,Heavy,Electric,8307,2016,203378
910865,Light,Electric,9900,2018,211640
910866,Heavy,Hybrid,6233,2022,453711
910867,Heavy,CNG,19646,2019,583228
910868,Light,Electric,1613,2025,485264
910869,Light,Hybrid,8458,2023,630441
910870,Light,Electric,14084,2024,663601
910871,Medium,CNG,25523,2016,93020
910872,Light,Diesel,18269,2023,554960
910873,Light,Diesel,12246,2016,750419
910874,Medium,Electric,21784,2024,145692
910875,Medium,CNG,17092,2018,723364
910876,Light,CNG,13811,2022,260150
910877,Heavy,CNG,2254,2018,131891
910878,Light,CNG,5678,2015,161815
910879,Light,Hybrid,12803,2023,214805
910880,Heavy,Diesel,6791,2023,400298
910881,Light,Diesel,7582,2021,656306
910882,Heavy,Diesel,21678,2017,861663
910883,Medium,CNG,29844,2019,497505
910884,Medium,Diesel,24938,2018,675988
910885,Medium,Electric,13394,2022,708792
910886,Medium,Electric,5872,2024,112273
910887,Medium,Electric,15956,2020,651212
910888,Light,Diesel,3992,2022,264336
910889,Light,Electric,1318,2022,245532
910890,Medium,Diesel,4569,2021,662170
910891,Heavy,CNG,7885,2025,171141
910892,Heavy,Hybrid,7815,2018,548985
910893,Light,Hybrid,4214,2024,439825
910894,Heavy,CNG,19607,2017,32177
910895,Heavy,CNG,3230,2015,342134
910896,Light,CNG,6452,2022,353144
910897,Medium,CNG,2629,2023,652600
910898,Heavy,Electric,3439,2020,289449
910899,Light,Diesel,17024,2017,88668
910900,Medium,Diesel,11259,2019,531619
910901,Light,Hybrid,27951,2025,772944
910902,Medium,Electric,9257,2025,549156
910903,Heavy,Diesel,16382,2016,639075
910904,Medium,Electric,1886,2020,668918
910905,Medium,Electric,26673,2023,450075
910906,Light,Diesel,22356,2025,810468
910907,Medium,Diesel,19649,2017,119337
910908,Light,Diesel,27728,2024,117465
910909,Heavy,Electric,16145,2015,109043
910910,Light,CNG,22571,2025,511903
910911,Light,Diesel,15494,2022,615535
910912,Light,Hybrid,10496,2018,848971
910913,Heavy,Diesel,19925,2017,327704
910914,Light,Hybrid,5084,2019,51920
910915,Medium,Electric,24902,2021,632519
910916,Light,Hybrid,10519,2016,133286
910917,Heavy,Diesel,12943,2022,158209
910918,Heavy,Hybrid,19240,2020,309661
910919,Heavy,CNG,29957,2018,262581
910920,Heavy,Diesel,14397,2023,680885
910921,Heavy,Electric,24974,2017,464135
910922,Medium,Diesel,22445,2019,729125
910923,Light,CNG,29135,2015,582491
910924,Heavy,Electric,22202,2022,605651
910925,Heavy,Diesel,22909,2019,591201
910926,Medium,Diesel,16894,2024,597046
910927,Light,Diesel,12468,2022,734848
910928,Heavy,CNG,20629,2017,146255
910929,Heavy,CNG,27423,2022,631786
910930,Heavy,CNG,28569,2022,490080
910931,Medium,Electric,29455,2017,558737
910932,Medium,CNG,16759,2018,679621
910933,Medium,Diesel,13973,2015,471481
910934,Medium,Diesel,7042,2018,580791
910935,Heavy,Hybrid,26545,2020,205695
910936,Heavy,Hybrid,19259,2022,855788
910937,Light,CNG,22044,2023,429808
910938,Light,Electric,25898,2015,168934
910939,Heavy,Diesel,29133,2019,653641
910940,Heavy,Diesel,17899,2024,339479
910941,Light,Hybrid,16821,2020,719797
910942,Light,Hybrid,29545,2020,300786
910943,Heavy,Electric,7563,2023,575438
910944,Heavy,Electric,24352,2020,228654
910945,Light,Electric,14299,2025,429036
910946,Medium,Diesel,12146,2021,59793
910947,Heavy,Diesel,10121,2019,96168
910948,Heavy,Diesel,29702,2020,499626
910949,Light,Hybrid,27026,2016,50720
910950,Light,Diesel,3220,2015,640678
910951,Medium,Diesel,21395,2021,185258
910952,Heavy,Hybrid,15365,2018,635538
910953,Light,Hybrid,4583,2017,857590
910954,Heavy,CNG,15550,2017,652278
910955,Medium,Electric,13894,2016,58999
910956,Medium,Hybrid,15627,2019,163140
910957,Light,Hybrid,15761,2019,73685
910958,Light,Hybrid,26967,2016,800369
910959,Heavy,Diesel,23830,2015,635905
910960,Light,Electric,14625,2025,341159
910961,Medium,Electric,5256,2016,527102
910962,Heavy,Hybrid,7326,2020,746000
910963,Light,CNG,9079,2023,789393
910964,Light,Diesel,28874,2015,522419
910965,Heavy,Hybrid,29267,2024,463362
910966,Medium,CNG,12550,2019,87645
910967,Light,Diesel,8617,2018,303947
910968,Light,Hybrid,25837,2017,784288
910969,Heavy,Electric,28859,2015,668286
910970,Medium,Hybrid,1753,2022,300146
910971,Light,CNG,29101,2024,413358
910972,Heavy,Diesel,22954,2025,283884
910973,Light,Hybrid,1534,2021,106595
910974,Medium,CNG,24192,2015,733077
910975,Light,Diesel,26710,2016,576694
910976,Medium,Hybrid,18640,2019,256649
910977,Light,Electric,16706,2017,70944
910978,Light,Hybrid,11389,2019,605530
910979,Light,Electric,26261,2024,730834
910980,Heavy,Diesel,13850,2021,841775
910981,Light,Hybrid,20276,2025,293045
910982,Light,Diesel,26733,2025,203447
910983,Light,Diesel,4150,2018,828917
910984,Light,Diesel,24997,2021,495991
910985,Heavy,Diesel,12209,2018,134601
910986,Heavy,CNG,29739,2015,379110
910987,Medium,CNG,15753,2024,559816
910988,Light,Hybrid,16129,2022,357867
910989,Heavy,Diesel,23594,2018,151823
910990,Heavy,CNG,3080,2019,374576
910991,Medium,Electric,18106,2018,393016
910992,Heavy,Electric,25513,2025,240376
910993,Medium,CNG,13305,2016,514519
910994,Medium,Hybrid,4369,2024,99886
910995,Heavy,Hybrid,3216,2023,368994
910996,Medium,Diesel,19781,2024,463259
910997,Medium,Hybrid,3078,2016,567453
910998,Heavy,Electric,5466,2023,851661
910999,Heavy,Diesel,12532,2019,452207
911000,Light,CNG,5883,2024,591992
911001,Medium,CNG,9132,2015,626802
911002,Medium,CNG,18191,2022,70677
911003,Medium,Hybrid,14212,2016,65373
911004,Medium,Hybrid,26525,2024,256314
911005,Light,CNG,28530,2018,152906
911006,Light,CNG,3889,2019,290982
911007,Light,CNG,17972,2025,563693
911008,Heavy,CNG,1851,2017,169887
911009,Heavy,Diesel,22870,2015,270357
911010,Heavy,Diesel,7509,2024,528849
911011,Heavy,Electric,10528,2022,251205
911012,Medium,CNG,22378,2015,524955
911013,Medium,Electric,1658,2017,343612
911014,Light,Electric,22721,2018,630674
911015,Medium,CNG,4357,2024,76919
911016,Heavy,Hybrid,27391,2018,877018
911017,Heavy,Electric,2547,2017,777817
911018,Light,Hybrid,14143,2019,676178
911019,Heavy,Electric,18854,2020,183926
911020,Medium,CNG,14851,2018,879333
911021,Medium,CNG,20871,2025,896001
911022,Light,Diesel,19350,2015,215873
911023,Heavy,Diesel,22653,2015,673586
911024,Medium,Diesel,9838,2023,729485
911025,Heavy,CNG,14380,2019,65576
911026,Light,Hybrid,1555,2018,112104
911027,Medium,CNG,1041,2017,496615
911028,Medium,Hybrid,19177,2015,840339
911029,Medium,Hybrid,11371,2016,407540
911030,Heavy,Diesel,20180,2020,720605
911031,Heavy,CNG,22655,2018,885040
911032,Heavy,Electric,3488,2017,466451
911033,Medium,Hybrid,26348,2019,112887
911034,Light,CNG,11794,2017,734740
911035,Heavy,Diesel,1549,2025,10384
911036,Heavy,CNG,1698,2021,865986
911037,Medium,Electric,17625,2023,879110
911038,Light,Hybrid,19894,2019,294079
911039,Medium,Hybrid,25663,2024,205331
911040,Medium,Hybrid,9899,2019,775312
911041,Heavy,CNG,9237,2017,464543
911042,Light,Electric,6488,2017,813769
911043,Medium,Electric,4087,2024,22332
911044,Light,Electric,12844,2019,21102
911045,Medium,Diesel,26044,2021,708837
911046,Heavy,Hybrid,9671,2023,541899
911047,Heavy,CNG,3047,2019,84759
911048,Heavy,Electric,15080,2018,214751
911049,Medium,Hybrid,14178,2024,678111
911050,Medium,Hybrid,9669,2016,16125
911051,Medium,Diesel,23014,2017,180278
911052,Heavy,CNG,27204,2017,784004
911053,Heavy,Hybrid,26454,2025,731873
911054,Heavy,Hybrid,15174,2022,572886
911055,Light,Electric,1434,2018,877577
911056,Medium,Diesel,14940,2020,182799
911057,Medium,CNG,25922,2020,691736
911058,Light,CNG,16234,2016,44644
911059,Medium,Diesel,7470,2020,632275
911060,Medium,Diesel,28100,2021,106580
911061,Medium,Hybrid,10105,2018,611897
911062,Light,Diesel,11793,2020,395408
911063,Heavy,Diesel,18158,2025,216389
911064,Heavy,Hybrid,12341,2025,618846
911065,Light,Electric,15493,2015,448647
911066,Light,Electric,3507,2023,803635
911067,Heavy,Electric,13253,2015,34517
911068,Medium,Electric,12043,2015,145767
911069,Heavy,Hybrid,27029,2017,815391
911070,Medium,Diesel,16755,2017,37145
911071,Heavy,Electric,10861,2015,282973
911072,Medium,Electric,21837,2022,848175
911073,Medium,CNG,1037,2025,858652
911074,Light,Diesel,3464,2022,757989
911075,Heavy,Hybrid,5213,2015,477044
911076,Light,Electric,17606,2020,281764
911077,Medium,Electric,5941,2023,78678
911078,Light,Diesel,2589,2016,163237
911079,Light,Hybrid,7823,2016,436670
911080,Heavy,Electric,21324,2016,16202
911081,Medium,Electric,16969,2020,767002
911082,Heavy,Diesel,8236,2020,608774
911083,Medium,Diesel,18014,2024,714351
911084,Heavy,Hybrid,8749,2016,242224
911085,Medium,Hybrid,21531,2022,889305
911086,Medium,Hybrid,24890,2020,621907
911087,Medium,Hybrid,6386,2017,411027
911088,Light,Hybrid,27375,2018,444720
911089,Medium,Diesel,19952,2024,481785
911090,Medium,Electric,12725,2019,372895
911091,Medium,Diesel,10624,2021,821933
911092,Light,Electric,6434,2018,126805
911093,Light,Hybrid,14809,2022,439713
911094,Light,Diesel,14985,2025,337222
911095,Light,Diesel,28626,2022,426506
911096,Light,Electric,10319,2021,32994
911097,Heavy,Diesel,22906,2024,147385
911098,Medium,Electric,1300,2022,562743
911099,Medium,Diesel,17964,2021,899079
911100,Light,Hybrid,29382,2024,799767
911101,Medium,Electric,10073,2025,484418
911102,Light,CNG,27551,2019,12321
911103,Heavy,CNG,6665,2025,70146
911104,Heavy,CNG,11786,2016,609555
911105,Heavy,Hybrid,23379,2019,192245
911106,Medium,CNG,21059,2019,773376
911107,Medium,Electric,14952,2023,239741
911108,Medium,Electric,19619,2022,514657
911109,Medium,CNG,5806,2015,490029
911110,Medium,Electric,21131,2025,755671
911111,Heavy,CNG,18455,2017,191576
911112,Medium,Electric,27202,2021,445575
911113,Medium,CNG,15548,2024,67434
911114,Heavy,Electric,4728,2020,563579
911115,Light,Hybrid,4857,2022,488860
911116,Light,Hybrid,14456,2023,171461
911117,Light,Electric,21182,2017,354563
911118,Heavy,Diesel,10266,2019,179947
911119,Heavy,CNG,11595,2021,788624
911120,Light,Hybrid,28811,2016,164951
911121,Medium,CNG,23019,2018,220769
911122,Light,Hybrid,28470,2022,201108
911123,Light,Electric,25641,2021,28288
911124,Light,CNG,9654,2023,324570
911125,Light,Diesel,29008,2020,339798
911126,Heavy,Hybrid,7361,2022,22504
911127,Heavy,Electric,9967,2022,126822
911128,Medium,CNG,29685,2023,800583
911129,Medium,CNG,29192,2016,423190
911130,Heavy,Electric,25820,2015,739868
911131,Heavy,Diesel,27716,2024,402554
911132,Light,CNG,5060,2020,796486
911133,Light,Electric,9337,2016,163687
911134,Light,Diesel,20142,2021,469884
911135,Medium,Diesel,24942,2018,51772
911136,Heavy,CNG,8588,2019,892659
911137,Medium,Diesel,22957,2022,395956
911138,Heavy,Diesel,12236,2021,877595
911139,Light,CNG,29652,2025,792035
911140,Light,Diesel,4720,2021,271464
911141,Heavy,Hybrid,4000,2019,524355
911142,Medium,Electric,6920,2021,899763
911143,Heavy,Electric,24868,2023,572010
911144,Heavy,Diesel,29750,2021,760718
911145,Heavy,CNG,1863,2017,848694
911146,Light,Diesel,19011,2018,697613
911147,Light,Diesel,23520,2020,561458
911148,Light,Electric,27661,2024,142935
911149,Medium,CNG,21722,2025,282778
911150,Light,Diesel,18303,2018,837069
911151,Heavy,Electric,13956,2024,423891
911152,Heavy,Hybrid,6350,2024,644238
911153,Heavy,Electric,5707,2021,473394
911154,Medium,Electric,22147,2024,751335
911155,Heavy,Electric,22158,2025,90203
911156,Heavy,CNG,5948,2016,848315
911157,Heavy,Hybrid,14794,2015,853999
911158,Heavy,Diesel,23712,2019,529860
911159,Medium,Electric,10478,2021,29406
911160,Light,Diesel,28755,2022,129249
911161,Medium,Hybrid,9574,2018,408576
911162,Light,Diesel,15497,2016,382334
911163,Medium,Electric,7332,2016,553847
911164,Heavy,Hybrid,21704,2017,64331
911165,Medium,Electric,14639,2019,105950
911166,Light,Diesel,9299,2022,485427
911167,Medium,CNG,12795,2016,309477
911168,Light,CNG,15486,2017,103290
911169,Light,Electric,17489,2016,292763
911170,Medium,Hybrid,7418,2018,405226
911171,Medium,Electric,15413,2019,339985
911172,Medium,Electric,25472,2021,567146
911173,Light,Electric,1961,2016,541101
911174,Light,CNG,17817,2024,94211
911175,Heavy,CNG,9134,2025,749365
911176,Heavy,Electric,2531,2019,623761
911177,Heavy,Diesel,26810,2023,655994
911178,Light,Electric,18766,2023,118447
911179,Heavy,Hybrid,26662,2019,575876
911180,Medium,Diesel,16322,2018,789217
911181,Medium,Electric,18714,2019,333507
911182,Light,Diesel,25440,2023,127599
911183,Light,Diesel,3444,2024,42511
911184,Medium,CNG,3374,2021,668260
911185,Heavy,Electric,29039,2020,108592
911186,Heavy,Diesel,2998,2020,622086
911187,Medium,CNG,7033,2018,55718
911188,Medium,Hybrid,3968,2020,459503
911189,Medium,CNG,2509,2024,188746
911190,Light,Hybrid,5617,2016,456901
911191,Heavy,CNG,7630,2021,304717
911192,Light,Hybrid,22520,2024,469825
911193,Light,Hybrid,1364,2015,488219
911194,Medium,CNG,12672,2019,656189
911195,Heavy,Electric,19081,2021,286474
911196,Light,Electric,20699,2016,23410
911197,Medium,Hybrid,23260,2018,110258
911198,Light,CNG,14412,2019,615281
911199,Heavy,Hybrid,29590,2015,703479
911200,Heavy,Hybrid,7342,2017,234675
911201,Light,Electric,8505,2023,143952
911202,Light,CNG,17386,2015,70315
911203,Medium,Diesel,26855,2022,32729
911204,Medium,Electric,28047,2024,654783
911205,Light,Electric,7334,2015,96531
911206,Medium,Hybrid,8201,2015,107850
911207,Light,Diesel,28189,2016,239560
911208,Medium,Diesel,23011,2019,287343
911209,Light,Diesel,27613,2025,545086
911210,Medium,Diesel,13205,2019,795645
911211,Heavy,Hybrid,9720,2017,685768
911212,Light,Electric,23210,2018,43457
911213,Heavy,Diesel,14275,2025,13655
911214,Medium,Diesel,14305,2024,621115
911215,Heavy,Hybrid,27541,2024,321431
911216,Heavy,Diesel,9283,2016,636585
911217,Light,Diesel,6254,2017,246298
911218,Medium,Diesel,6143,2022,241397
911219,Heavy,Electric,3686,2025,678379
911220,Heavy,CNG,13981,2023,387192
911221,Medium,Hybrid,3860,2018,681045
911222,Light,CNG,17866,2018,398410
911223,Medium,CNG,27218,2023,216421
911224,Medium,CNG,19250,2022,846526
911225,Light,Diesel,2763,2020,807092
911226,Heavy,CNG,12394,2016,197547
911227,Light,Electric,8033,2023,457666
911228,Light,Hybrid,24970,2025,42087
911229,Light,CNG,3742,2025,136366
911230,Medium,CNG,3836,2025,162627
911231,Light,Electric,26516,2017,534484
911232,Medium,Hybrid,2767,2023,567343
911233,Heavy,Hybrid,16348,2019,722715
911234,Heavy,Diesel,20245,2023,351636
911235,Light,Diesel,10501,2025,865479
911236,Medium,Electric,20996,2016,432929
911237,Medium,Hybrid,9365,2024,701422
911238,Medium,Hybrid,10793,2023,617765
911239,Heavy,Hybrid,16276,2019,478040
911240,Light,CNG,5726,2015,759670
911241,Light,Electric,15510,2024,273044
911242,Heavy,CNG,13276,2015,70502
911243,Medium,Diesel,6936,2019,841824
911244,Medium,Hybrid,16536,2017,197073
911245,Medium,Hybrid,19041,2019,677268
911246,Heavy,Hybrid,2768,2024,698706
911247,Heavy,Diesel,6287,2020,251590
911248,Heavy,CNG,18933,2016,808173
911249,Light,CNG,28379,2018,209360
911250,Light,Diesel,12516,2021,19998
911251,Light,Diesel,7091,2022,259623
911252,Medium,Electric,26777,2020,23036
911253,Light,CNG,19801,2021,531372
911254,Medium,Electric,7064,2018,256762
911255,Light,Hybrid,25401,2021,644115
911256,Medium,Diesel,11918,2019,53216
911257,Medium,Diesel,14100,2015,342144
911258,Light,CNG,12585,2023,247613
911259,Light,Electric,8896,2018,110653
911260,Heavy,Electric,24294,2020,371875
911261,Light,Diesel,17491,2015,813456
911262,Heavy,Diesel,11414,2025,127014
911263,Medium,Diesel,7614,2023,262747
911264,Light,Diesel,23106,2017,598226
911265,Medium,Electric,10505,2018,463230
911266,Light,Hybrid,18224,2023,315138
911267,Medium,Hybrid,15807,2018,743230
911268,Medium,Diesel,28106,2015,391570
911269,Light,Electric,28607,2023,744751
911270,Medium,Electric,24795,2021,65684
911271,Light,CNG,28490,2019,61014
911272,Light,CNG,25010,2023,487001
911273,Heavy,Electric,21872,2019,780227
911274,Light,Electric,16474,2015,823997
911275,Light,CNG,15868,2025,820267
911276,Light,CNG,16710,2016,815564
911277,Heavy,Electric,10369,2016,365528
911278,Medium,CNG,22321,2023,800604
911279,Light,CNG,1423,2016,296581
911280,Medium,Electric,28981,2021,633647
911281,Heavy,Hybrid,6579,2025,595123
911282,Heavy,Electric,9615,2025,784318
911283,Medium,CNG,17824,2025,82218
911284,Medium,Electric,17240,2020,287562
911285,Light,CNG,9803,2015,142943
911286,Light,Hybrid,12108,2015,760988
911287,Light,Electric,2534,2022,636983
911288,Heavy,Electric,28232,2016,843199
911289,Light,CNG,22080,2020,520806
911290,Heavy,CNG,20324,2015,366088
911291,Medium,Electric,16676,2022,619852
911292,Heavy,Hybrid,20223,2017,415132
911293,Heavy,Hybrid,8398,2018,313267
911294,Light,Electric,24329,2023,728566
911295,Heavy,Diesel,22942,2023,184535
911296,Light,Hybrid,7432,2019,22670
911297,Light,Hybrid,8943,2019,40453
911298,Heavy,CNG,19841,2021,325665
911299,Light,Electric,26669,2023,746958
911300,Light,Electric,6155,2021,755870
911301,Light,Hybrid,28816,2015,327927
911302,Heavy,CNG,12973,2020,652355
911303,Medium,Hybrid,14350,2022,528620
911304,Light,Diesel,21568,2024,92430
911305,Light,Hybrid,23030,2020,116313
911306,Heavy,Electric,29337,2015,261455
911307,Heavy,Electric,3538,2019,430645
911308,Light,Electric,11199,2019,297378
911309,Light,Diesel,3104,2015,800510
911310,Medium,Hybrid,21449,2019,563544
911311,Light,Diesel,28091,2018,643341
911312,Light,Electric,18664,2018,760496
911313,Light,CNG,18469,2022,543050
911314,Light,Diesel,14704,2020,43427
911315,Heavy,CNG,1573,2018,696759
911316,Light,Electric,29752,2022,95994
911317,Medium,Diesel,5897,2025,403013
911318,Light,Diesel,14640,2018,172918
911319,Light,CNG,24904,2015,671073
911320,Light,Hybrid,19692,2019,358618
911321,Heavy,Hybrid,28253,2023,14345
911322,Heavy,Electric,8727,2018,427100
911323,Light,Diesel,23664,2023,634491
911324,Heavy,Diesel,2074,2025,416024
911325,Medium,Hybrid,27948,2015,418781
911326,Light,Hybrid,28451,2020,529251
911327,Heavy,Electric,2411,2017,73564
911328,Heavy,Diesel,3249,2021,761281
911329,Light,Electric,21781,2019,225951
911330,Light,Hybrid,8329,2017,96250
911331,Heavy,Diesel,6899,2016,847027
911332,Light,CNG,21336,2017,15100
911333,Medium,Diesel,3506,2022,876210
911334,Light,Electric,28340,2018,893361
911335,Medium,Hybrid,21510,2017,647323
911336,Heavy,Electric,27555,2021,703920
911337,Light,Electric,7986,2018,182100
911338,Heavy,CNG,28868,2018,341702
911339,Light,Hybrid,8916,2025,757291
911340,Medium,Hybrid,29878,2018,287091
911341,Light,Electric,25625,2019,194468
911342,Light,Electric,2531,2022,728347
911343,Light,Hybrid,1290,2022,122667
911344,Medium,Electric,29929,2020,650753
911345,Medium,Hybrid,24159,2023,741493
911346,Light,Hybrid,17903,2021,455761
