Load_ID,Customer_ID,Origin_Warehouse_ID,Destination_City,Driver_ID,Truck_ID,Load_Date,Weight_KG,Freight_Revenue,Status,Load_Year,Load_Month,Load_Month_Name
10016827,506854.0,920139.0,Kolkata,906494,913905,2024-05-23 09:17:38,21863.4,21817.9,Delivered,2024,5,May
10016828,533976.0,920351.0,Pune,901743,912499,2024-05-16 10:06:08,4269.7,246597.87,Cancelled,2024,5,May
10016829,518332.0,920172.0,Pune,904014,911174,2023-04-30 15:25:46,4605.8,17520.77,Delivered,2023,4,April
10016830,539416.0,920324.0,Mumbai,901616,912222,2023-08-15 15:53:49,11734.9,42287.88,Delivered,2023,8,August
10016831,520913.0,920373.0,Delhi,901229,910325,2024-07-24 08:29:32,12712.1,125254.49,In Transit,2024,7,July
10016832,521991.0,920181.0,Jaipur,905784,910914,2024-10-13 03:52:34,3510.7,3451.83,Delivered,2024,10,October
10016833,508274.0,920135.0,Chennai,908202,911639,2025-11-27 01:26:15,13015.0,9536.19,Delivered,2025,11,November
10016834,520394.0,920093.0,Mumbai,909414,911338,2025-08-08 00:12:01,1271.7,37858.02,Delivered,2025,8,August
10016835,507328.0,920365.0,Jaipur,905547,913786,2024-05-16 10:53:07,9437.2,38631.41,In Transit,2024,5,May
10016836,538009.0,920252.0,Chennai,901743,913067,2025-11-16 02:21:35,10098.5,47374.04,Delivered,2025,11,November
10016837,531079.0,920220.0,Hyderabad,902590,911897,2024-12-20 19:16:10,14231.3,43472.08,Delivered,2024,12,December
10016838,511264.0,920341.0,Bengaluru,904434,911130,2024-11-02 17:46:37,5561.8,84777.96,In Transit,2024,11,November
10016839,517614.0,920094.0,Chennai,900718,912808,2023-03-07 18:08:35,12349.1,101149.92,Delivered,2023,3,March
10016840,505809.0,920067.0,Kolkata,907470,911360,2023-04-22 19:28:36,6501.2,109446.21,In Transit,2023,4,April
10016841,504203.0,920338.0,Pune,910347,911542,2024-11-14 21:24:35,27613.7,82112.32,Cancelled,2024,11,November
10016842,547427.0,920283.0,Mumbai,910152,912363,2025-08-12 01:48:35,15433.5,158865.86,Delivered,2025,8,August
10016843,520488.0,920224.0,Mumbai ,903416,911678,2024-11-27 14:13:24,15680.9,117118.33,Failed,2024,11,November
10016844,532480.0,920336.0,Hyderabad,907045,911147,2023-06-06 02:08:07,20492.7,232461.64,Delivered,2023,6,June
10016845,507116.0,920158.0,Mumbai,902036,913416,2025-07-24 02:00:54,6748.0,171794.79,Delivered,2025,7,July
10016846,519680.0,920077.0,Chennai,904932,913133,2023-05-08 11:24:40,7821.4,55040.37,Delivered,2023,5,May
10016847,524289.0,920134.0,Delhi,907540,911052,2023-06-19 04:41:34,15997.1,78097.04,Delivered,2023,6,June
10016848,543369.0,920219.0,Bengaluru,905671,912436,2024-11-02 20:59:10,21479.3,77716.99,Delivered,2024,11,November
10016849,543383.0,920363.0,Bengaluru,902624,911843,2023-05-13 17:55:26,9670.1,182972.24,Delivered,2023,5,May
10016850,500141.0,920346.0,Bengaluru,910322,911300,2025-03-27 04:21:21,17204.0,94234.2,Delivered,2025,3,March
10016851,536300.0,920069.0,Delhi,907157,912557,2024-07-13 19:40:36,14883.9,223656.09,Delivered,2024,7,July
10016852,511844.0,920390.0,Chennai,901882,910795,2023-05-09 20:37:26,21292.4,76111.49,Delivered,2023,5,May
10016853,541514.0,920354.0,Mumbai,907523,913622,2025-01-05 12:48:02,8477.6,243884.23,Delivered,2025,1,January
10016854,528834.0,920127.0,Chennai,901117,913939,2024-03-24 06:53:31,11029.7,245249.45,Delivered,2024,3,March
10016855,509176.0,920215.0,Chennai,901062,911593,2023-12-04 16:28:44,19048.5,29798.85,Delivered,2023,12,December
10016856,521585.0,920159.0,Jaipur,901435,911091,2023-08-19 05:46:35,17337.9,119533.08,Cancelled,2023,8,August
10016857,504248.0,920078.0,Bengaluru,903329,912832,2023-11-02 22:36:52,14303.9,137907.18,Delivered,2023,11,November
10016858,540272.0,920240.0,Kolkata,902624,911946,2023-07-05 16:26:48,23331.9,247772.45,Delivered,2023,7,July
10016859,523884.0,920100.0,Mumbai,911905,912315,2025-07-24 08:49:37,15458.1,16393.33,Delivered,2025,7,July
10016860,504225.0,920348.0,Pune,907150,913065,2025-09-08 01:46:38,14314.1,81301.45,Delivered,2025,9,September
10016861,519472.0,920178.0,Chennai,907556,910616,2025-02-11 23:39:59,14086.9,230435.34,Delivered,2025,2,February
10016862,527878.0,920320.0,Bengaluru,901859,910836,2024-06-26 07:17:59,8160.3,245374.07,Delivered,2024,6,June
10016863,532199.0,920325.0,Bengaluru,910594,910778,2023-07-29 06:44:17,24527.3,44288.56,Cancelled,2023,7,July
10016864,500859.0,920381.0,Hyderabad,904864,911013,2023-09-01 10:17:26,12663.7,190063.21,Delivered,2023,9,September
10016865,530664.0,920326.0,Bengaluru,900121,912482,2024-09-03 05:41:27,2892.4,40084.81,Failed,2024,9,September
10016866,502895.0,920003.0,Kolkata,906092,910423,2023-12-18 06:39:10,25744.1,211350.76,Delivered,2023,12,December
10016867,516031.0,920242.0,Mumbai,909512,912060,2025-11-20 10:56:46,3977.6,123705.62,Delivered,2025,11,November
10016868,548552.0,920203.0,Delhi,906398,912382,2024-07-16 23:09:50,18261.2,145779.01,Delivered,2024,7,July
10016869,527131.0,920397.0,Mumbai,905724,913756,2025-06-07 16:55:02,16131.5,28372.28,Delivered,2025,6,June
10016870,508606.0,920262.0,Delhi,902787,912485,2023-03-30 06:49:20,6927.7,209493.76,In Transit,2023,3,March
10016871,524580.0,920136.0,Kolkata ,900862,911387,2023-09-22 20:45:17,15820.8,193612.45,Delivered,2023,9,September
10016872,539625.0,920133.0,Delhi,905124,912375,2025-05-15 11:42:37,21619.7,144791.59,Delivered,2025,5,May
10016873,544281.0,920055.0,Pune,908145,913675,2023-08-18 14:53:10,11798.4,57667.64,Delivered,2023,8,August
10016874,528403.0,920167.0,Delhi,910009,910786,2024-01-01 14:38:59,5982.6,143527.88,Delivered,2024,1,January
10016875,543708.0,920183.0,Kolkata,902291,913121,2023-05-19 08:34:38,17966.9,194520.77,Delivered,2023,5,May
10016876,528517.0,920314.0,Mumbai,911288,910167,2025-04-14 15:33:59,20540.0,80064.54,Delivered,2025,4,April
10016877,531064.0,920373.0,Kolkata,907399,912005,2025-03-25 11:46:15,13895.2,84176.67,Cancelled,2025,3,March
10016878,503591.0,920022.0,Delhi,906295,913216,2024-06-11 22:03:23,20600.6,101876.03,Delivered,2024,6,June
10016879,510954.0,920182.0,Pune,902102,910277,2025-05-07 22:59:22,17042.0,130570.97,Cancelled,2025,5,May
10016880,512650.0,920121.0,Pune,905552,911558,2025-08-07 03:41:59,7462.7,64521.07,Delivered,2025,8,August
10016881,547437.0,920123.0,Mumbai,907177,911959,2023-01-01 16:55:35,19249.5,28491.4,Delivered,2023,1,January
10016882,540825.0,920059.0,Pune,910388,913826,2025-05-09 17:56:01,6675.6,226894.43,Delivered,2025,5,May
10016883,523470.0,920217.0,Chennai,908425,913754,2025-08-14 13:25:32,21551.3,91725.72,Delivered,2025,8,August
10016884,509161.0,920046.0,Kolkata,910820,912514,2023-12-18 09:10:14,14796.1,123007.05,Delivered,2023,12,December
10016885,526465.0,920257.0,Jaipur,906510,913724,2023-01-14 15:08:48,4941.0,219933.47,Delivered,2023,1,January
10016886,503149.0,920065.0,Mumbai,904784,913919,2023-02-17 18:04:06,6533.2,243508.11,Delivered,2023,2,February
10016887,542802.0,920097.0,Hyderabad,905073,910270,2023-12-11 00:27:31,4515.7,8262.1,Delivered,2023,12,December
10016888,509517.0,920126.0,Mumbai,906432,911154,2024-04-07 10:09:47,1466.6,170249.42,In Transit,2024,4,April
10016889,512563.0,920312.0,Hyderabad,909249,911906,2023-07-26 21:24:31,9939.1,182377.21,Delivered,2023,7,July
10016890,542798.0,920043.0,Delhi,907080,911699,2024-09-28 00:41:49,1500.0,163068.44,Delivered,2024,9,September
10016891,500401.0,920209.0,Delhi,906298,913283,2023-09-25 21:32:50,8557.8,50866.46,Delivered,2023,9,September
10016892,522188.0,920234.0,CHENNAI,900155,912004,2024-05-17 11:57:58,20629.2,71913.1,Delivered,2024,5,May
10016893,534066.0,920218.0,Pune,906822,913942,2025-10-10 01:24:48,2599.8,151278.84,Delivered,2025,10,October
10016894,535724.0,920054.0,Jaipur,902405,913383,2024-07-21 15:34:36,2674.9,101487.24,Delivered,2024,7,July
10016895,514002.0,920342.0,Jaipur,907041,911171,2025-12-13 06:23:15,19173.6,189817.95,Delivered,2025,12,December
10016896,518386.0,920064.0,Jaipur,905132,910428,2023-06-07 12:29:44,14162.5,145868.06,Delivered,2023,6,June
10016897,542291.0,920180.0,Pune,903221,911021,2024-07-15 13:15:05,21678.2,44481.68,Delivered,2024,7,July
10016898,502197.0,920347.0,Kolkata,911534,912824,2023-10-11 21:59:56,23582.4,105328.11,Delivered,2023,10,October
10016899,537105.0,920155.0,Chennai,902965,912342,2023-03-25 08:50:26,5721.4,202944.19,Cancelled,2023,3,March
10016900,524821.0,920245.0,Kolkata,911197,910720,2024-08-30 10:20:05,15851.8,215262.88,Delivered,2024,8,August
10016901,532029.0,920356.0,Jaipur,904145,911253,2023-02-19 18:30:44,5085.5,169709.0,Delivered,2023,2,February
10016902,507487.0,920256.0,Jaipur,906726,913738,2024-09-02 20:06:03,27553.9,155161.35,Delivered,2024,9,September
10016903,540225.0,920358.0,Kolkata,900258,912050,2024-06-02 19:54:13,5197.1,36278.33,Delivered,2024,6,June
10016904,530258.0,920393.0,Chennai,902598,911829,2023-12-10 16:52:39,17287.2,96992.36,Failed,2023,12,December
10016905,536793.0,920217.0,Chennai,902470,913602,2025-10-04 10:07:36,16874.4,46025.68,In Transit,2025,10,October
10016906,519868.0,920147.0,Hyderabad,910352,911286,2023-07-07 13:56:45,23404.0,18895.99,Delivered,2023,7,July
10016907,544775.0,920273.0,Delhi,911997,910520,2025-01-16 14:08:35,24853.6,144731.64,Delivered,2025,1,January
10016908,527022.0,920289.0,Bengaluru,907912,912601,2024-03-07 05:32:02,18630.0,109777.49,Delivered,2024,3,March
10016909,541811.0,920229.0,Delhi,906501,911825,2025-11-21 15:49:34,13543.6,201313.78,Delivered,2025,11,November
10016910,508318.0,920336.0,Mumbai,910877,912964,2023-08-03 23:37:47,26203.6,83796.99,Delivered,2023,8,August
10016911,537680.0,920269.0,Hyderabad,902873,912304,2024-04-22 02:54:49,22511.6,176672.3,In Transit,2024,4,April
10016912,512401.0,920019.0,Jaipur,909621,912436,2024-10-15 09:35:00,5342.4,7601.85,Delivered,2024,10,October
10016913,540952.0,920036.0,Pune,910236,911046,2025-10-02 16:34:09,11120.8,64707.05,Delivered,2025,10,October
10016914,547802.0,920056.0,Kolkata ,900309,913506,2023-12-10 06:31:04,26863.5,49795.83,Delivered,2023,12,December
10016915,527369.0,920292.0,Kolkata,912000,913832,2025-03-06 03:04:16,4806.9,205174.47,Delivered,2025,3,March
10016916,522925.0,920074.0,Hyderabad,900081,913628,2025-09-14 01:16:20,7798.7,249925.6,In Transit,2025,9,September
10016917,500033.0,920031.0,Jaipur,904068,910036,2025-11-20 12:51:53,6430.1,210519.82,Delivered,2025,11,November
10016918,500926.0,920258.0,Kolkata,911188,910119,2024-11-19 15:43:49,23850.3,46306.65,Delivered,2024,11,November
10016919,500820.0,920271.0,Mumbai,908253,911528,2024-04-23 03:53:35,22593.6,69668.65,Delivered,2024,4,April
10016920,542275.0,920001.0,Hyderabad,906669,912056,2024-04-14 04:56:51,828.3,159981.22,Delivered,2024,4,April
10016921,501569.0,920162.0,Hyderabad,901875,910238,2025-09-22 21:55:45,21973.7,44776.45,Delivered,2025,9,September
10016922,504377.0,920328.0,Delhi,909279,910255,2024-08-30 10:35:11,11548.9,107597.08,Delivered,2024,8,August
10016923,532299.0,920363.0,Jaipur,910180,912091,2025-01-01 06:18:33,7051.1,33935.31,Delivered,2025,1,January
10016924,538842.0,920321.0,Hyderabad,910879,912058,2025-02-14 19:24:13,26094.8,210650.25,Delivered,2025,2,February
10016925,544034.0,920326.0,Hyderabad,900916,911071,2023-12-16 02:39:31,3076.8,71313.31,Delivered,2023,12,December
10016926,522139.0,920299.0,Mumbai,903007,910484,2023-04-25 23:55:42,12945.7,159817.77,Delivered,2023,4,April
10016927,545302.0,920339.0,Delhi,907810,913050,2024-03-09 21:39:57,5459.3,135703.85,Delivered,2024,3,March
10016928,507415.0,920363.0,Bengaluru,910570,911534,2023-06-10 12:31:17,13752.3,82048.53,Delivered,2023,6,June
10016929,500103.0,920376.0,Chennai,904328,910701,2023-12-16 04:11:12,13845.5,57820.83,Delivered,2023,12,December
10016930,513345.0,920058.0,Bengaluru,904083,913814,2025-12-06 19:14:54,11798.6,55591.29,Delivered,2025,12,December
10016931,500669.0,920062.0,Kolkata,900799,913763,2023-08-03 09:12:10,14161.7,10201.72,Failed,2023,8,August
10016932,541163.0,920061.0,Bengaluru,901179,910465,2024-12-11 00:30:11,5473.5,249209.96,Delivered,2024,12,December
10016933,,920335.0,Mumbai,905808,911558,2024-02-11 16:54:45,591.7,8162.05,Delivered,2024,2,February
10016934,503963.0,920187.0,Kolkata,905167,910324,2024-08-26 08:56:04,13659.6,176230.49,Delivered,2024,8,August
10016935,520705.0,920123.0,Chennai,909838,913346,2024-07-23 21:37:03,16908.6,48935.71,Delivered,2024,7,July
10016936,509073.0,920208.0,Pune,911481,913938,2025-12-13 11:43:21,4734.2,155972.99,Delivered,2025,12,December
10016937,536693.0,920262.0,Chennai,904511,913661,2023-09-05 03:15:36,8632.1,195307.37,Delivered,2023,9,September
10016938,520185.0,920251.0,Chennai,905096,911850,2025-06-01 15:08:47,7945.9,189587.96,Delivered,2025,6,June
10016939,500766.0,920041.0,Kolkata,906316,911010,2025-11-13 06:57:09,19742.2,103660.7,Delivered,2025,11,November
10016940,541280.0,920280.0,Mumbai ,902811,911756,2023-09-30 00:18:04,21460.7,117285.41,In Transit,2023,9,September
10016941,517284.0,920348.0,Delhi,905340,911891,2025-04-20 23:09:21,15598.4,235974.25,Delivered,2025,4,April
10016942,548718.0,920106.0,Mumbai,909786,912332,2023-03-28 14:42:02,16643.1,69465.72,Delivered,2023,3,March
10016943,523828.0,920293.0,Kolkata,907599,912495,2024-09-29 06:18:22,12231.5,2903.28,Delivered,2024,9,September
10016944,544087.0,920052.0,Pune,908992,912302,2025-02-03 12:01:07,15801.7,159417.89,Delivered,2025,2,February
10016945,535553.0,920131.0,Hyderabad,909712,910537,2025-04-29 09:40:34,20665.7,154753.42,Delivered,2025,4,April
10016946,515871.0,920197.0,Hyderabad,907037,910462,2024-10-27 08:56:45,8759.8,244660.11,Delivered,2024,10,October
10016947,503035.0,920255.0,Hyderabad,909612,910529,2023-12-05 01:47:10,19463.0,139294.41,Delivered,2023,12,December
10016948,507447.0,920274.0,Hyderabad,900577,910401,2025-02-11 09:19:16,8813.4,55057.11,Delivered,2025,2,February
10016949,544705.0,920064.0,Mumbai,908107,912894,2025-06-27 07:33:08,14691.1,233310.98,Delivered,2025,6,June
10016950,528383.0,920277.0,Mumbai,904072,910268,2024-11-18 22:34:43,21197.9,132022.19,Delivered,2024,11,November
10016951,536187.0,920054.0,Bengaluru,902770,911544,2025-09-12 19:13:35,18655.1,173383.53,Delivered,2025,9,September
10016952,522496.0,920070.0,Kolkata,900169,912004,2024-06-25 20:20:47,12282.8,228985.64,Delivered,2024,6,June
10016953,546763.0,920193.0,Pune,908022,912336,2023-09-09 09:55:48,23208.8,187314.68,Delivered,2023,9,September
10016954,515602.0,920230.0,Delhi,902112,913938,2023-01-17 08:48:54,204.1,50027.0,Delivered,2023,1,January
10016955,523725.0,920317.0,Jaipur,903039,913657,2023-04-20 14:46:26,17727.7,52053.79,Delivered,2023,4,April
10016956,516032.0,920153.0,Jaipur,906309,911354,2024-01-26 19:17:08,5898.5,78981.74,Delivered,2024,1,January
10016957,547260.0,920328.0,Jaipur,907634,913752,2023-05-25 10:15:04,3754.3,97316.58,Delivered,2023,5,May
10016958,504708.0,920249.0,Mumbai,905817,912790,2023-08-07 03:59:45,20677.2,171271.35,Delivered,2023,8,August
10016959,522384.0,920288.0,Mumbai,909462,912793,2023-07-06 11:50:23,999.4,62445.23,Delivered,2023,7,July
10016960,524271.0,920269.0,Delhi,906349,912291,2024-04-15 00:03:06,27800.5,61844.56,Delivered,2024,4,April
10016961,527809.0,,,906786,911885,2025-10-03 12:52:15,21901.5,114192.83,Delivered,2025,10,October
10016962,537308.0,920360.0,Jaipur,900158,912414,2025-05-27 08:54:09,5049.1,178765.87,Delivered,2025,5,May
10016963,511478.0,920019.0,Delhi,906207,912657,2023-12-30 14:50:35,10482.9,102547.01,Delivered,2023,12,December
10016964,527499.0,920119.0,Hyderabad,900035,913596,2025-06-12 19:08:42,13804.5,106930.22,Delivered,2025,6,June
10016965,545362.0,920022.0,Jaipur,901260,911904,2025-07-16 13:41:33,7887.6,239329.72,Delivered,2025,7,July
10016966,505879.0,920221.0,Delhi,904996,912160,2023-11-03 06:31:54,4524.6,117009.46,Delivered,2023,11,November
10016967,534552.0,920371.0,Jaipur,903940,911830,2025-11-14 13:00:21,8704.5,23480.82,Delivered,2025,11,November
10016968,511683.0,920036.0,Kolkata,905383,913830,2023-07-21 14:11:54,5122.2,62407.72,Delivered,2023,7,July
10016969,501538.0,920176.0,Jaipur,908521,910201,2025-10-18 13:35:54,14798.0,4123.3,Delivered,2025,10,October
10016970,536608.0,920069.0,Mumbai,903587,911584,2024-06-28 04:44:33,20270.7,119487.58,Delivered,2024,6,June
10016971,521959.0,920209.0,Mumbai,907959,910463,2024-05-28 05:38:40,20317.8,156188.98,Delivered,2024,5,May
10016972,539844.0,920016.0,Mumbai,906910,912420,2024-10-12 12:47:08,19817.8,115233.62,Cancelled,2024,10,October
10016973,504139.0,920317.0,Jaipur,909541,912996,2025-07-01 09:26:42,10072.0,33826.04,Failed,2025,7,July
10016974,505498.0,920339.0,Chennai,907527,913426,2024-10-19 11:40:30,3913.9,178259.48,Delivered,2024,10,October
10016975,544219.0,920083.0,Mumbai,909141,911816,2023-04-24 10:17:39,25940.6,80256.87,In Transit,2023,4,April
10016976,510545.0,920320.0,Kolkata,902860,911458,2025-01-28 01:16:24,811.1,178961.15,Failed,2025,1,January
10016977,524969.0,920109.0,Hyderabad,903552,912707,2023-03-10 19:52:41,10111.9,221863.39,Delivered,2023,3,March
10016978,517440.0,920223.0,Delhi,911631,912460,2025-07-17 23:10:27,1657.6,25347.98,Delivered,2025,7,July
10016979,523595.0,920029.0,Kolkata,903665,912166,2024-07-02 03:35:04,6333.7,17998.63,Delivered,2024,7,July
10016980,536889.0,920034.0,Chennai,908406,913737,2024-12-10 12:13:12,17970.2,62118.43,Delivered,2024,12,December
10016981,511000.0,920196.0,Delhi,900821,913573,2024-05-03 08:34:46,2024.1,224180.15,Delivered,2024,5,May
10016982,526726.0,920296.0,Delhi,907730,910880,2024-03-31 22:39:44,22601.7,20793.37,Delivered,2024,3,March
10016983,503463.0,920087.0,Mumbai,909671,911584,2023-02-10 01:27:18,5626.7,168524.76,Cancelled,2023,2,February
10016984,542744.0,920242.0,Kolkata,905572,910638,2025-07-31 04:09:23,2090.6,215937.82,In Transit,2025,7,July
10016985,549092.0,920151.0,Kolkata,901898,913099,2023-09-04 22:37:01,16135.3,121604.61,Delivered,2023,9,September
10016986,501389.0,920016.0,Hyderabad,911274,912628,2025-10-30 20:25:58,10647.1,208218.02,Delivered,2025,10,October
10016987,541921.0,920187.0,Mumbai,911742,910631,2024-07-12 23:44:40,6074.8,75099.85,Delivered,2024,7,July
10016988,,920064.0,Kolkata,909776,910100,2024-07-31 00:26:40,21477.5,6294.2,Delivered,2024,7,July
10016989,510998.0,920389.0,Bengaluru,907741,910888,2025-06-24 08:09:30,21066.7,217445.89,Delivered,2025,6,June
10016990,,920253.0,Kolkata,905530,910872,2024-07-22 03:19:03,21772.3,71008.98,Delivered,2024,7,July
10016991,500559.0,920148.0,Chennai,907211,911444,2023-07-18 19:55:18,19734.6,247939.29,Delivered,2023,7,July
10016992,520402.0,920090.0,Mumbai,908058,910675,2024-10-09 15:31:15,15104.8,104769.83,Delivered,2024,10,October
10016993,512144.0,920057.0,Kolkata,901380,910953,2025-10-02 00:51:42,11246.5,119762.42,Delivered,2025,10,October
10016994,546698.0,920126.0,Mumbai,910568,911306,2024-05-24 23:38:49,6155.1,182296.56,Failed,2024,5,May
10016995,537647.0,920238.0,Kolkata,900573,912057,2024-11-15 02:39:56,9138.6,144645.07,In Transit,2024,11,November
10016996,534090.0,920137.0,Pune,910647,913999,2025-03-17 06:30:29,21281.8,139275.01,Delivered,2025,3,March
10016997,529638.0,920103.0,Jaipur,901921,912285,2025-07-18 03:19:09,10390.7,122237.71,Delivered,2025,7,July
10016998,508331.0,920325.0,Pune,909589,910899,2023-11-19 11:07:28,16058.4,205993.37,Delivered,2023,11,November
10016999,504925.0,920040.0,Delhi,906451,911483,2025-03-08 00:44:02,4799.5,87236.54,Delivered,2025,3,March
10017000,527793.0,920170.0,Pune,902962,912750,2024-10-25 22:10:22,3234.9,156706.1,Delivered,2024,10,October
10017001,504241.0,,Jaipur,908555,910618,2023-09-08 11:19:28,25829.5,71970.93,Delivered,2023,9,September
10017002,510146.0,920265.0,Kolkata,901571,910828,2025-01-16 06:07:17,320.3,1222.18,Delivered,2025,1,January
10017003,540423.0,920093.0,Jaipur,901659,911350,2024-10-17 02:46:31,1097.5,37955.28,Failed,2024,10,October
10017004,524756.0,920173.0,Hyderabad,908537,911278,2024-07-14 11:15:40,8266.9,22514.83,Delivered,2024,7,July
10017005,525099.0,920324.0,Mumbai,901305,913035,2025-05-26 23:09:33,18688.8,193176.27,Delivered,2025,5,May
10017006,540370.0,920355.0,Chennai,903077,910791,2025-05-17 15:46:55,27291.7,168225.98,Failed,2025,5,May
10017007,511176.0,920069.0,Pune,906853,911391,2025-10-31 03:05:30,23392.5,23914.03,Delivered,2025,10,October
10017008,510638.0,920034.0,Pune,900254,911205,2025-10-17 10:02:59,23536.4,20062.79,Delivered,2025,10,October
10017009,539444.0,920061.0,Jaipur,907967,910505,2024-07-19 11:28:00,4369.2,117496.01,Failed,2024,7,July
10017010,528710.0,920019.0,Pune,906132,913770,2024-03-22 09:49:06,19178.4,19860.06,Delivered,2024,3,March
10017011,525670.0,920261.0,Mumbai,900019,911540,2023-11-06 18:49:48,3178.1,42858.14,Delivered,2023,11,November
10017012,520984.0,920395.0,Kolkata,901276,911859,2023-10-07 14:29:52,6565.8,194526.3,Delivered,2023,10,October
10017013,523687.0,920049.0,Kolkata,907090,910381,2023-02-02 21:53:03,21089.9,248999.71,Delivered,2023,2,February
10017014,523313.0,920280.0,Mumbai,903871,913282,2025-02-21 08:55:26,6071.8,59701.81,Delivered,2025,2,February
10017015,547880.0,920296.0,Bengaluru,910077,911029,2023-12-25 13:09:01,23457.8,230556.54,Delivered,2023,12,December
10017016,519378.0,920109.0,Delhi,904102,911252,2025-03-02 13:34:03,1189.0,168258.59,Delivered,2025,3,March
10017017,537011.0,920002.0,Jaipur,900293,912373,2025-02-28 11:54:26,8022.5,37400.18,Cancelled,2025,2,February
10017018,521728.0,920287.0,Bengaluru,907991,910605,2024-03-19 08:52:14,4928.2,89844.5,Delivered,2024,3,March
10017019,522570.0,920378.0,Pune,903959,911422,2023-06-10 20:08:40,8153.4,217409.0,In Transit,2023,6,June
10017020,531155.0,920221.0,Kolkata,907074,910226,2023-09-05 11:24:38,4081.0,20537.11,Delivered,2023,9,September
10017021,548024.0,920339.0,Chennai,900072,910282,2024-12-15 04:58:09,18150.7,151975.61,Failed,2024,12,December
10017022,548860.0,920391.0,Jaipur,903896,912557,2025-01-17 14:50:56,14666.6,60756.14,Failed,2025,1,January
10017023,517771.0,920374.0,Jaipur,905582,910587,2023-02-05 15:44:39,22892.5,243512.27,Delivered,2023,2,February
10017024,521786.0,920358.0,Pune,900006,912062,2024-10-22 05:21:12,25759.7,148197.78,Delivered,2024,10,October
10017025,508948.0,920121.0,Bengaluru,911589,910520,2024-11-29 00:13:43,17476.0,193193.54,Delivered,2024,11,November
10017026,519699.0,920004.0,Bengaluru,910254,911007,2025-01-27 00:22:25,9725.0,56155.09,Delivered,2025,1,January
10017027,536470.0,920227.0,Delhi,909950,910997,2025-01-05 12:34:38,24114.3,63063.26,In Transit,2025,1,January
10017028,505761.0,920375.0,Bengaluru,904595,911828,2024-02-10 05:23:11,14018.1,116524.34,Delivered,2024,2,February
10017029,506258.0,920045.0,Chennai,903281,910965,2023-12-01 08:29:25,13965.4,110627.69,Delivered,2023,12,December
10017030,502199.0,920245.0,Mumbai,901573,912948,2023-09-17 15:40:46,13677.3,235957.08,Delivered,2023,9,September
10017031,523583.0,920367.0,Pune,900085,913501,2023-07-22 03:20:19,17181.3,187938.32,Delivered,2023,7,July
10017032,540195.0,920399.0,Delhi,904776,912708,2023-08-19 22:00:55,22589.7,121263.46,Delivered,2023,8,August
10017033,536328.0,920164.0,Chennai,902614,912010,2023-10-16 15:27:00,13300.3,172978.95,Delivered,2023,10,October
10017034,545929.0,920123.0,Kolkata,907766,910675,2025-02-04 07:51:24,22418.7,123392.89,Delivered,2025,2,February
10017035,531831.0,920146.0,Delhi,905092,913957,2025-07-31 10:02:44,26981.9,208769.34,Delivered,2025,7,July
10017036,512557.0,920258.0,Pune,903245,911094,2025-05-24 18:50:49,1506.7,129876.68,In Transit,2025,5,May
10017037,548130.0,920304.0,Kolkata,905654,911958,2023-04-16 18:03:03,17967.8,135710.44,Delivered,2023,4,April
10017038,543975.0,920197.0,Hyderabad,910458,911473,2025-05-23 05:31:25,3129.2,151390.48,Delivered,2025,5,May
10017039,520519.0,920097.0,Hyderabad,909119,911214,2023-03-14 05:18:56,12045.7,130010.81,Delivered,2023,3,March
10017040,545620.0,920181.0,Delhi ,901020,910847,2025-05-03 18:04:46,1653.3,160351.39,In Transit,2025,5,May
10017041,527834.0,920382.0,Bengaluru,903316,913795,2024-12-02 20:44:11,8173.8,45685.53,Delivered,2024,12,December
10017042,534311.0,920090.0,Hyderabad,900597,912549,2024-05-13 03:39:05,23107.8,181768.5,Delivered,2024,5,May
10017043,515333.0,920295.0,Bengaluru,910783,912920,2025-12-19 21:27:09,7335.0,144881.42,Delivered,2025,12,December
10017044,549077.0,920399.0,Jaipur,900736,912104,2024-03-26 03:54:08,9219.5,141766.36,Delivered,2024,3,March
10017045,511185.0,920345.0,Chennai,908955,913196,2025-11-28 16:08:09,2685.0,246078.99,Delivered,2025,11,November
10017046,524700.0,920377.0,Mumbai,903073,910188,2025-02-22 08:20:09,14490.1,155109.57,Delivered,2025,2,February
10017047,535387.0,920334.0,Delhi,902534,912977,2023-08-12 03:47:58,1299.6,18842.42,In Transit,2023,8,August
10017048,529049.0,920344.0,Mumbai,910093,913069,2024-05-30 13:52:17,26413.7,32795.87,Delivered,2024,5,May
10017049,541156.0,920188.0,Bengaluru,901042,912413,2023-05-11 23:16:28,24701.3,127989.01,Failed,2023,5,May
10017050,503147.0,920039.0,Kolkata,900720,910686,2024-03-18 02:19:49,22081.1,61591.39,In Transit,2024,3,March
10017051,506779.0,920154.0,Delhi,901049,912146,2023-09-17 19:18:23,7814.2,4399.33,Delivered,2023,9,September
10017052,533379.0,920085.0,Pune,902848,910472,2023-12-09 11:00:04,20063.2,131260.44,Delivered,2023,12,December
10017053,523786.0,920004.0,Pune,904197,912090,2024-01-05 21:31:38,24759.7,134123.51,Delivered,2024,1,January
10017054,529369.0,920391.0,Bengaluru,904933,910344,2025-04-09 07:27:35,13758.1,63703.95,In Transit,2025,4,April
10017055,514204.0,920312.0,Pune,907445,911795,2024-11-24 22:37:20,3118.9,18752.83,Delivered,2024,11,November
